FIELD,CALIB,ZP_GAIA3_BP,ZP_GAIA3_G,ZP_GAIA3_RP
SPLUS-n15s16,Calibration_iDR5_3_Main,0.0051,0.0053,0.0036
SPLUS-n15s17,Calibration_XPSP_GAIA3,0.0054,0.0034,0.0011
SPLUS-n15s17,Calibration_XPSP,0.0031,0.0019,0.0002
SPLUS-n15s17,Calibration_iDR5_3_Main,0.0054,0.0034,0.0011
SPLUS-n15s18,Calibration_iDR5_3_Main,0.0031,0.003,0.0023
SPLUS-n15s19,Calibration_XPSP_GAIA3,0.0049,0.0038,0.0026
SPLUS-n15s19,Calibration_XPSP,0.0049,0.0028,0.0017
SPLUS-n15s19,Calibration_iDR5_3_Main,0.0049,0.0038,0.0026
SPLUS-n15s20,Calibration_XPSP_GAIA3,0.0047,0.0033,0.0018
SPLUS-n15s20,Calibration_XPSP,0.0042,0.0022,0.0014
SPLUS-n15s20,Calibration_iDR5_3_Main,0.0047,0.0033,0.0018
SPLUS-n15s21,Calibration_iDR5_3_Main,0.0052,0.0042,0.001
SPLUS-n15s22,Calibration_XPSP_GAIA3,0.0049,0.0027,0.0017
SPLUS-n15s22,Calibration_XPSP,0.0044,0.0013,-0.0004
SPLUS-n15s22,Calibration_iDR5_3_Main,0.0049,0.0027,0.0017
SPLUS-n15s23,Calibration_XPSP_GAIA3,0.004,0.0025,0.0006
SPLUS-n15s23,Calibration_iDR5_3_Main,0.004,0.0025,0.0006
SPLUS-n15s24,Calibration_XPSP_GAIA3,0.0034,0.0016,0.0005
SPLUS-n15s24,Calibration_iDR5_3_Main,0.0034,0.0016,0.0005
SPLUS-n15s25,Calibration_XPSP_GAIA3,0.0042,0.0032,0.0017
SPLUS-n15s25,Calibration_iDR5_3_Main,0.0042,0.0032,0.0017
SPLUS-n15s26,Calibration_XPSP_GAIA3,0.0061,0.0049,0.002
SPLUS-n15s26,Calibration_iDR5_3_Main,0.0061,0.0049,0.002
SPLUS-n15s27,Calibration_XPSP_GAIA3,0.0044,0.0044,0.0026
SPLUS-n15s27,Calibration_iDR5_3_Main,0.0044,0.0044,0.0026
SPLUS-n15s28,Calibration_XPSP_GAIA3,0.0047,0.0043,0.0026
SPLUS-n15s28,Calibration_iDR5_3_Main,0.0047,0.0043,0.0026
SPLUS-n15s29,Calibration_XPSP_GAIA3,0.002,0.0021,0.0022
SPLUS-n15s29,Calibration_iDR5_3_Main,0.002,0.0021,0.0022
SPLUS-n15s30,Calibration_XPSP_GAIA3,0.0051,0.0034,0.0015
SPLUS-n15s30,Calibration_iDR5_3_Main,0.0051,0.0034,0.0015
SPLUS-n15s31,Calibration_iDR5_3_Main,0.0036,0.0024,0.0019
SPLUS-n15s32,Calibration_iDR5_3_Main,0.0042,0.0026,0.0005
SPLUS-n15s33,Calibration_iDR5_3_Main,0.0052,0.0019,0.0022
SPLUS-n15s34,Calibration_XPSP_GAIA3,0.0052,0.0034,0.002
SPLUS-n15s34,Calibration_iDR5_3_Main,0.0052,0.0034,0.002
SPLUS-n15s35,Calibration_XPSP_GAIA3,0.0085,0.0043,0.0009
SPLUS-n15s35,Calibration_iDR5_3_Main,0.0085,0.0043,0.0009
SPLUS-n15s36,Calibration_iDR5_3_Main,0.0075,0.0032,0.0014
SPLUS-n15s37,Calibration_iDR5_3_Main,0.0056,0.0039,0.0028
SPLUS-n15s38,Calibration_XPSP_GAIA3,0.0074,0.0025,0.002
SPLUS-n15s38,Calibration_iDR5_3_Main,0.0074,0.0025,0.002
SPLUS-n15s39,Calibration_iDR5_3_Main,0.007,0.0038,0.0006
SPLUS-n15s40,Calibration_XPSP_GAIA3,0.0049,0.0033,0.0026
SPLUS-n15s40,Calibration_iDR5_3_Main,0.0049,0.0033,0.0026
SPLUS-n15s41,Calibration_iDR5_3_Main,0.005,0.0026,0.0018
SPLUS-n15s42,Calibration_iDR5_3_Main,0.0053,0.0034,0.0028
SPLUS-n15s43,Calibration_iDR5_3_Main,0.0078,0.0051,0.006
SPLUS-n15s44,Calibration_iDR5_3_Main,0.0043,0.0023,0.0023
SPLUS-n15s45,Calibration_iDR5_3_Main,0.0035,0.0029,0.0023
SPLUS-n15s46,Calibration_iDR5_3_Main,0.0048,0.0033,0.0022
SPLUS-n15s47,Calibration_iDR5_3_Main,0.0053,0.004,0.0032
SPLUS-n15s48,Calibration_iDR5_3_Main,0.006,0.004,0.0023
SPLUS-n15s49,Calibration_iDR5_3_Main,0.0073,0.0056,0.0044
SPLUS-n15s50,Calibration_iDR5_3_Main,0.0045,0.0021,0.0019
SPLUS-n15s51,Calibration_iDR5_3_Main,0.0055,0.0024,0.001
SPLUS-n15s52,Calibration_XPSP_GAIA3,0.0019,-0.0005,-0.0007
SPLUS-n15s52,Calibration_iDR5_3_Main,0.0019,-0.0005,-0.0007
SPLUS-n15s53,Calibration_XPSP_GAIA3,0.0049,0.0034,0.0023
SPLUS-n15s53,Calibration_iDR5_3_Main,0.0049,0.0034,0.0023
SPLUS-n16s01,Calibration_XPSP_GAIA3,-0.0025,-0.0007,-0.0017
SPLUS-n16s01,Calibration_XPSP,0.0009,-0.0007,-0.0036
SPLUS-n16s01,Calibration_iDR5_3_Main,-0.0025,-0.0007,-0.0017
SPLUS-n16s02,Calibration_XPSP_GAIA3,0.0006,0.0004,-0.0004
SPLUS-n16s02,Calibration_XPSP,0.0036,0.0016,-0.0012
SPLUS-n16s02,Calibration_iDR5_3_Main,0.0006,0.0004,-0.0004
SPLUS-n16s03,Calibration_XPSP_GAIA3,0.0071,0.0084,0.0065
SPLUS-n16s03,Calibration_XPSP,0.011,0.0089,0.0052
SPLUS-n16s03,Calibration_iDR5_3_Main,0.0071,0.0084,0.0065
SPLUS-n16s04,Calibration_XPSP_GAIA3,0.0002,0.0009,-0.0008
SPLUS-n16s04,Calibration_XPSP,0.0033,0.0008,-0.003
SPLUS-n16s04,Calibration_iDR5_3_Main,0.0002,0.0009,-0.0008
SPLUS-n16s05,Calibration_XPSP_GAIA3,0.0022,0.004,0.0032
SPLUS-n16s05,Calibration_XPSP,0.0067,0.0043,0.0008
SPLUS-n16s05,Calibration_iDR5_3_Main,0.0022,0.004,0.0032
SPLUS-n16s06,Calibration_XPSP_GAIA3,0.0041,0.0046,0.0027
SPLUS-n16s06,Calibration_XPSP,0.0065,0.0047,0.0009
SPLUS-n16s06,Calibration_iDR5_3_Main,0.0041,0.0046,0.0027
SPLUS-n16s07,Calibration_XPSP_GAIA3,0.0019,0.0011,-0.001
SPLUS-n16s07,Calibration_XPSP,0.0019,0.0002,-0.0028
SPLUS-n16s07,Calibration_iDR5_3_Main,0.0019,0.0011,-0.001
SPLUS-n16s08,Calibration_iDR5_3_Main,0.0001,0.0007,-0.0004
SPLUS-n16s09,Calibration_XPSP_GAIA3,0.0039,0.0038,0.0011
SPLUS-n16s09,Calibration_XPSP,0.006,0.0036,0.0009
SPLUS-n16s09,Calibration_iDR5_3_Main,0.0039,0.0038,0.0011
SPLUS-n16s10,Calibration_XPSP_GAIA3,0.0037,0.0034,0.0014
SPLUS-n16s10,Calibration_XPSP,0.0044,0.0027,-0.0004
SPLUS-n16s10,Calibration_iDR5_3_Main,0.0037,0.0034,0.0014
SPLUS-n16s11,Calibration_iDR5_3_Main,0.0035,0.0028,0.0017
SPLUS-n16s12,Calibration_XPSP_GAIA3,0.0026,0.0028,0.003
SPLUS-n16s12,Calibration_XPSP,0.0024,0.0012,0.0003
SPLUS-n16s12,Calibration_iDR5_3_Main,0.0026,0.0028,0.003
SPLUS-n16s13,Calibration_XPSP_GAIA3,0.0026,0.0038,0.0022
SPLUS-n16s13,Calibration_XPSP,0.0038,0.0024,0.0006
SPLUS-n16s13,Calibration_iDR5_3_Main,0.0026,0.0038,0.0022
SPLUS-n16s14,Calibration_XPSP_GAIA3,0.0055,0.0053,0.0033
SPLUS-n16s14,Calibration_XPSP,0.0045,0.0034,0.0021
SPLUS-n16s14,Calibration_iDR5_3_Main,0.0055,0.0053,0.0033
SPLUS-n16s15,Calibration_XPSP_GAIA3,0.0045,0.004,0.0021
SPLUS-n16s15,Calibration_XPSP,0.0055,0.0039,0.0006
SPLUS-n16s15,Calibration_iDR5_3_Main,0.0045,0.004,0.0021
SPLUS-n16s16,Calibration_XPSP_GAIA3,0.0044,0.0027,0.0013
SPLUS-n16s16,Calibration_XPSP,0.0026,0.0015,0.0009
SPLUS-n16s16,Calibration_iDR5_3_Main,0.0044,0.0027,0.0013
SPLUS-n16s17,Calibration_XPSP_GAIA3,0.0056,0.0048,0.002
SPLUS-n16s17,Calibration_XPSP,0.0027,0.0031,0.0009
SPLUS-n16s17,Calibration_iDR5_3_Main,0.0056,0.0048,0.002
SPLUS-n16s18,Calibration_XPSP_GAIA3,0.0049,0.0034,0.0017
SPLUS-n16s18,Calibration_XPSP,0.0034,0.0023,0.0007
SPLUS-n16s18,Calibration_iDR5_3_Main,0.0049,0.0034,0.0017
SPLUS-n16s19,Calibration_iDR5_3_Main,0.0046,0.003,0.0005
SPLUS-n16s20,Calibration_iDR5_3_Main,0.0027,0.0017,0.0011
SPLUS-n16s21,Calibration_XPSP_GAIA3,0.0032,0.0016,0.0008
SPLUS-n16s21,Calibration_XPSP,0.0034,0.0006,-0.0008
SPLUS-n16s21,Calibration_iDR5_3_Main,0.0032,0.0016,0.0008
SPLUS-n16s22,Calibration_XPSP_GAIA3,0.0029,0.0013,0.0002
SPLUS-n16s22,Calibration_iDR5_3_Main,0.0029,0.0013,0.0002
SPLUS-n16s23,Calibration_XPSP_GAIA3,0.0036,0.0014,0.0009
SPLUS-n16s23,Calibration_iDR5_3_Main,0.0036,0.0014,0.0009
SPLUS-n16s24,Calibration_XPSP_GAIA3,0.0037,0.0038,0.0023
SPLUS-n16s24,Calibration_iDR5_3_Main,0.0037,0.0038,0.0023
SPLUS-n16s25,Calibration_XPSP_GAIA3,0.0047,0.0042,0.0015
SPLUS-n16s25,Calibration_iDR5_3_Main,0.0047,0.0042,0.0015
SPLUS-n16s26,Calibration_XPSP_GAIA3,0.0059,0.0038,0.0026
SPLUS-n16s26,Calibration_iDR5_3_Main,0.0059,0.0038,0.0026
SPLUS-n16s27,Calibration_XPSP_GAIA3,0.0052,0.0028,0.0014
SPLUS-n16s27,Calibration_iDR5_3_Main,0.0052,0.0028,0.0014
SPLUS-n16s28,Calibration_XPSP_GAIA3,0.0057,0.0033,0.0013
SPLUS-n16s28,Calibration_iDR5_3_Main,0.0057,0.0033,0.0013
SPLUS-n16s29,Calibration_XPSP_GAIA3,0.0046,0.0032,0.0026
SPLUS-n16s29,Calibration_iDR5_3_Main,0.0046,0.0032,0.0026
SPLUS-n16s30,Calibration_XPSP_GAIA3,0.0042,0.0024,0.0013
SPLUS-n16s30,Calibration_iDR5_3_Main,0.0042,0.0024,0.0013
SPLUS-n16s31,Calibration_XPSP_GAIA3,0.0047,0.0023,0.0022
SPLUS-n16s31,Calibration_iDR5_3_Main,0.0047,0.0023,0.0022
SPLUS-n16s32,Calibration_XPSP_GAIA3,0.0051,0.0025,0.0023
SPLUS-n16s32,Calibration_iDR5_3_Main,0.0051,0.0025,0.0023
SPLUS-n16s33,Calibration_XPSP_GAIA3,0.0058,0.0036,0.0023
SPLUS-n16s33,Calibration_iDR5_3_Main,0.0058,0.0036,0.0023
SPLUS-n16s34,Calibration_XPSP_GAIA3,0.0077,0.0049,0.002
SPLUS-n16s34,Calibration_iDR5_3_Main,0.0077,0.0049,0.002
SPLUS-n16s35,Calibration_XPSP_GAIA3,0.0079,0.0032,0.0012
SPLUS-n16s35,Calibration_iDR5_3_Main,0.0079,0.0032,0.0012
SPLUS-n16s36,Calibration_XPSP_GAIA3,0.0065,0.0038,0.0028
SPLUS-n16s36,Calibration_iDR5_3_Main,0.0065,0.0038,0.0028
SPLUS-n16s37,Calibration_XPSP_GAIA3,0.0055,0.0029,0.0018
SPLUS-n16s37,Calibration_iDR5_3_Main,0.0055,0.0029,0.0018
SPLUS-n16s38,Calibration_XPSP_GAIA3,0.0046,0.003,0.0027
SPLUS-n16s38,Calibration_iDR5_3_Main,0.0046,0.003,0.0027
SPLUS-n16s39,Calibration_XPSP_GAIA3,0.0087,0.0051,0.0031
SPLUS-n16s39,Calibration_iDR5_3_Main,0.0087,0.0051,0.0031
SPLUS-n16s40,Calibration_XPSP_GAIA3,0.0048,0.0032,0.0022
SPLUS-n16s40,Calibration_iDR5_3_Main,0.0048,0.0032,0.0022
SPLUS-n16s41,Calibration_XPSP_GAIA3,0.0029,0.0025,0.0022
SPLUS-n16s41,Calibration_iDR5_3_Main,0.0029,0.0025,0.0022
SPLUS-n16s42,Calibration_XPSP_GAIA3,0.0036,0.0022,0.0014
SPLUS-n16s42,Calibration_iDR5_3_Main,0.0036,0.0022,0.0014
SPLUS-n16s43,Calibration_XPSP_GAIA3,0.0027,0.0024,0.0018
SPLUS-n16s43,Calibration_iDR5_3_Main,0.0027,0.0024,0.0018
SPLUS-n16s44,Calibration_XPSP_GAIA3,0.0035,0.0025,0.001
SPLUS-n16s44,Calibration_iDR5_3_Main,0.0035,0.0025,0.001
SPLUS-n16s45,Calibration_XPSP_GAIA3,0.0039,0.0018,0.0013
SPLUS-n16s45,Calibration_iDR5_3_Main,0.0039,0.0018,0.0013
SPLUS-n16s46,Calibration_XPSP_GAIA3,0.004,0.0018,0.0008
SPLUS-n16s46,Calibration_iDR5_3_Main,0.004,0.0018,0.0008
SPLUS-n16s47,Calibration_iDR5_3_Main,0.0034,0.003,0.0003
SPLUS-n16s48,Calibration_XPSP_GAIA3,0.0066,0.0041,0.0025
SPLUS-n16s48,Calibration_iDR5_3_Main,0.0066,0.0041,0.0025
SPLUS-n16s49,Calibration_iDR5_3_Main,0.0058,0.003,0.0026
SPLUS-n16s50,Calibration_XPSP_GAIA3,0.0056,0.0034,0.001
SPLUS-n16s50,Calibration_iDR5_3_Main,0.0056,0.0034,0.001
SPLUS-n16s51,Calibration_iDR5_3_Main,0.0074,0.0046,0.0032
SPLUS-n16s52,Calibration_XPSP_GAIA3,0.0042,0.0025,0.0022
SPLUS-n16s52,Calibration_iDR5_3_Main,0.0042,0.0025,0.0022
SPLUS-n17s01,Calibration_XPSP_GAIA3,0.0015,-0.0005,-0.0029
SPLUS-n17s01,Calibration_XPSP,0.0058,-0.0005,-0.0048
SPLUS-n17s01,Calibration_iDR5_3_Main,0.0015,-0.0005,-0.0029
SPLUS-n17s02,Calibration_XPSP_GAIA3,0.0024,0.0024,0.0001
SPLUS-n17s02,Calibration_XPSP,0.0051,0.0023,-0.002
SPLUS-n17s02,Calibration_iDR5_3_Main,0.0024,0.0024,0.0001
SPLUS-n17s03,Calibration_iDR5_3_Main,0.0031,0.0018,-0.0008
SPLUS-n17s04,Calibration_XPSP_GAIA3,0.0027,0.0014,-0.0027
SPLUS-n17s04,Calibration_XPSP,0.0061,0.0016,-0.0044
SPLUS-n17s04,Calibration_iDR5_3_Main,0.0027,0.0014,-0.0027
SPLUS-n17s05,Calibration_XPSP_GAIA3,0.0078,0.007,0.0054
SPLUS-n17s05,Calibration_XPSP,0.0132,0.0091,0.0028
SPLUS-n17s05,Calibration_iDR5_3_Main,0.0078,0.007,0.0054
SPLUS-n17s06,Calibration_XPSP_GAIA3,0.0027,0.0036,0.0024
SPLUS-n17s06,Calibration_XPSP,0.0055,0.0029,-0.0
SPLUS-n17s06,Calibration_iDR5_3_Main,0.0027,0.0036,0.0024
SPLUS-n17s07,Calibration_iDR5_3_Main,0.012,0.011,0.0088
SPLUS-n17s08,Calibration_iDR5_3_Main,0.0028,0.0025,0.0011
SPLUS-n17s09,Calibration_XPSP_GAIA3,0.0034,0.0015,-0.0011
SPLUS-n17s09,Calibration_XPSP,0.0044,0.0012,-0.0024
SPLUS-n17s09,Calibration_iDR5_3_Main,0.0034,0.0015,-0.0011
SPLUS-n17s10,Calibration_XPSP_GAIA3,0.0052,0.0039,0.001
SPLUS-n17s10,Calibration_XPSP,0.0068,0.0036,-0.0012
SPLUS-n17s10,Calibration_iDR5_3_Main,0.0052,0.0039,0.001
SPLUS-n17s11,Calibration_XPSP_GAIA3,0.0035,0.003,0.0004
SPLUS-n17s11,Calibration_XPSP,0.0048,0.0019,-0.0016
SPLUS-n17s11,Calibration_iDR5_3_Main,0.0035,0.003,0.0004
SPLUS-n17s12,Calibration_iDR5_3_Main,0.0042,0.0038,0.0017
SPLUS-n17s13,Calibration_XPSP_GAIA3,0.0036,0.0039,0.0033
SPLUS-n17s13,Calibration_XPSP,0.0034,0.0031,0.0022
SPLUS-n17s13,Calibration_iDR5_3_Main,0.0036,0.0039,0.0033
SPLUS-n17s14,Calibration_XPSP_GAIA3,0.0039,0.0033,0.0017
SPLUS-n17s14,Calibration_XPSP,0.0032,0.0021,0.0007
SPLUS-n17s14,Calibration_iDR5_3_Main,0.0039,0.0033,0.0017
SPLUS-n17s15,Calibration_iDR5_3_Main,0.0042,0.0036,0.0017
SPLUS-n17s16,Calibration_iDR5_3_Main,0.0045,0.0043,0.0024
SPLUS-n17s17,Calibration_iDR5_3_Main,0.004,0.0037,0.0018
SPLUS-n17s18,Calibration_iDR5_3_Main,0.0047,0.0031,0.0014
SPLUS-n17s19,Calibration_XPSP_GAIA3,0.0044,0.003,0.0015
SPLUS-n17s19,Calibration_XPSP,0.004,0.0021,0.0012
SPLUS-n17s19,Calibration_iDR5_3_Main,0.0044,0.003,0.0015
SPLUS-n17s20,Calibration_XPSP_GAIA3,0.0167,0.0127,0.004
SPLUS-n17s20,Calibration_XPSP,0.0172,0.0106,0.0033
SPLUS-n17s20,Calibration_iDR5_3_Main,0.0167,0.0127,0.004
SPLUS-n17s21,Calibration_XPSP_GAIA3,0.0036,0.0013,0.0007
SPLUS-n17s21,Calibration_XPSP,0.0033,-0.0,-0.0009
SPLUS-n17s21,Calibration_iDR5_3_Main,0.0036,0.0013,0.0007
SPLUS-n17s22,Calibration_iDR5_3_Main,0.0024,0.0014,0.0013
SPLUS-n17s23,Calibration_iDR5_3_Main,0.0051,0.0033,0.0012
SPLUS-n17s24,Calibration_iDR5_3_Main,0.0056,0.0049,0.0018
SPLUS-n17s25,Calibration_iDR5_3_Main,0.0057,0.0038,0.0015
SPLUS-n17s26,Calibration_iDR5_3_Main,0.0071,0.0052,0.0024
SPLUS-n17s27,Calibration_iDR5_3_Main,0.0055,0.0054,0.0032
SPLUS-n17s28,Calibration_XPSP_GAIA3,0.0048,0.0039,0.0017
SPLUS-n17s28,Calibration_iDR5_3_Main,0.0048,0.0039,0.0017
SPLUS-n17s29,Calibration_iDR5_3_Main,0.0038,0.0023,0.0012
SPLUS-n17s30,Calibration_iDR5_3_Main,0.0045,0.0022,0.0013
SPLUS-n17s31,Calibration_iDR5_3_Main,0.0042,0.0009,0.0022
SPLUS-n17s32,Calibration_iDR5_3_Main,0.0059,0.0028,0.0029
SPLUS-n17s33,Calibration_iDR5_3_Main,0.0066,0.004,0.002
SPLUS-n17s34,Calibration_iDR5_3_Main,0.0092,0.0048,0.0013
SPLUS-n17s35,Calibration_iDR5_3_Main,0.009,0.0045,0.0016
SPLUS-n17s36,Calibration_iDR5_3_Main,0.0075,0.0033,0.0026
SPLUS-n17s37,Calibration_iDR5_3_Main,0.0053,0.0026,0.0024
SPLUS-n17s38,Calibration_iDR5_3_Main,0.0077,0.0059,0.0028
SPLUS-n17s39,Calibration_XPSP_GAIA3,0.0066,0.0047,0.0031
SPLUS-n17s39,Calibration_iDR5_3_Main,0.0066,0.0047,0.0031
SPLUS-n17s40,Calibration_XPSP_GAIA3,0.0049,0.0043,0.0029
SPLUS-n17s40,Calibration_iDR5_3_Main,0.0049,0.0043,0.0029
SPLUS-n17s41,Calibration_XPSP_GAIA3,0.003,0.0026,0.002
SPLUS-n17s41,Calibration_iDR5_3_Main,0.003,0.0026,0.002
SPLUS-n17s42,Calibration_XPSP_GAIA3,0.0037,0.0023,0.0015
SPLUS-n17s42,Calibration_iDR5_3_Main,0.0037,0.0023,0.0015
SPLUS-n17s43,Calibration_iDR5_3_Main,0.0049,0.0027,0.0014
SPLUS-n17s44,Calibration_XPSP_GAIA3,0.0054,0.0036,0.0027
SPLUS-n17s44,Calibration_iDR5_3_Main,0.0054,0.0036,0.0027
SPLUS-n17s45,Calibration_XPSP_GAIA3,0.0058,0.0032,0.0023
SPLUS-n17s45,Calibration_iDR5_3_Main,0.0058,0.0032,0.0023
SPLUS-n17s46,Calibration_XPSP_GAIA3,0.0062,0.0032,0.0015
SPLUS-n17s46,Calibration_iDR5_3_Main,0.0062,0.0032,0.0015
SPLUS-n17s47,Calibration_XPSP_GAIA3,0.004,0.0023,0.0012
SPLUS-n17s47,Calibration_iDR5_3_Main,0.004,0.0023,0.0012
SPLUS-n17s48,Calibration_iDR5_3_Main,0.0056,0.0033,0.0024
SPLUS-n17s49,Calibration_XPSP_GAIA3,0.0069,0.0068,0.0038
SPLUS-n17s49,Calibration_iDR5_3_Main,0.0069,0.0068,0.0038
SPLUS-n17s50,Calibration_XPSP_GAIA3,0.0045,0.0027,0.0017
SPLUS-n17s50,Calibration_iDR5_3_Main,0.0045,0.0027,0.0017
SPLUS-n17s51,Calibration_XPSP_GAIA3,0.0065,0.0033,0.0024
SPLUS-n17s51,Calibration_XPSP,0.0104,0.0047,-0.0013
SPLUS-n17s51,Calibration_iDR5_3_Main,0.0065,0.0033,0.0024
SPLUS-n17s52,Calibration_XPSP_GAIA3,0.0081,0.0046,0.0026
SPLUS-n17s52,Calibration_iDR5_3_Main,0.0081,0.0046,0.0026
SPLUS-n18s01,Calibration_XPSP_GAIA3,0.0041,0.0019,0.0002
SPLUS-n18s01,Calibration_XPSP,0.0069,0.0024,-0.0008
SPLUS-n18s01,Calibration_iDR5_3_Main,0.0041,0.0019,0.0002
SPLUS-n18s02,Calibration_XPSP_GAIA3,0.0071,0.0055,0.0033
SPLUS-n18s02,Calibration_XPSP,0.0103,0.0043,0.0007
SPLUS-n18s02,Calibration_iDR5_3_Main,0.0071,0.0055,0.0033
SPLUS-n18s03,Calibration_XPSP_GAIA3,0.035,0.0304,0.023
SPLUS-n18s03,Calibration_XPSP,0.0383,0.0313,0.0224
SPLUS-n18s03,Calibration_iDR5_3_Main,0.035,0.0304,0.023
SPLUS-n18s04,Calibration_XPSP_GAIA3,0.0023,0.0019,0.0024
SPLUS-n18s04,Calibration_XPSP,0.0058,0.0025,0.0008
SPLUS-n18s04,Calibration_iDR5_3_Main,0.0023,0.0019,0.0024
SPLUS-n18s05,Calibration_XPSP_GAIA3,0.0036,0.0039,0.0031
SPLUS-n18s05,Calibration_XPSP,0.0069,0.0039,0.0005
SPLUS-n18s05,Calibration_iDR5_3_Main,0.0036,0.0039,0.0031
SPLUS-n18s06,Calibration_XPSP_GAIA3,0.0019,0.0016,0.001
SPLUS-n18s06,Calibration_XPSP,0.005,0.0019,-0.0011
SPLUS-n18s06,Calibration_iDR5_3_Main,0.0019,0.0016,0.001
SPLUS-n18s07,Calibration_XPSP_GAIA3,0.0031,0.0022,0.0011
SPLUS-n18s07,Calibration_XPSP,0.0052,0.0016,-0.0006
SPLUS-n18s07,Calibration_iDR5_3_Main,0.0031,0.0022,0.0011
SPLUS-n18s08,Calibration_XPSP_GAIA3,0.0036,0.0022,-0.0001
SPLUS-n18s08,Calibration_XPSP,0.0042,0.0014,-0.0016
SPLUS-n18s08,Calibration_iDR5_3_Main,0.0036,0.0022,-0.0001
SPLUS-n18s09,Calibration_XPSP_GAIA3,0.0056,0.0023,-0.0
SPLUS-n18s09,Calibration_XPSP,0.0065,0.0019,-0.0021
SPLUS-n18s09,Calibration_iDR5_3_Main,0.0056,0.0023,-0.0
SPLUS-n18s10,Calibration_XPSP_GAIA3,0.0055,0.0033,0.0003
SPLUS-n18s10,Calibration_XPSP,0.0064,0.0026,-0.0016
SPLUS-n18s10,Calibration_iDR5_3_Main,0.0055,0.0033,0.0003
SPLUS-n18s11,Calibration_iDR5_3_Main,0.0056,0.0035,-0.0019
SPLUS-n18s12,Calibration_XPSP_GAIA3,0.0068,0.0051,0.0017
SPLUS-n18s12,Calibration_XPSP,0.0067,0.0045,0.001
SPLUS-n18s12,Calibration_iDR5_3_Main,0.0068,0.0051,0.0017
SPLUS-n18s13,Calibration_XPSP_GAIA3,0.0043,0.004,0.0012
SPLUS-n18s13,Calibration_XPSP,0.0047,0.003,-0.0001
SPLUS-n18s13,Calibration_iDR5_3_Main,0.0043,0.004,0.0012
SPLUS-n18s14,Calibration_iDR5_3_Main,0.0042,0.0039,0.0031
SPLUS-n18s15,Calibration_XPSP_GAIA3,0.0036,0.0031,0.0021
SPLUS-n18s15,Calibration_XPSP,0.0025,0.0021,0.0008
SPLUS-n18s15,Calibration_iDR5_3_Main,0.0036,0.0031,0.0021
SPLUS-n18s16,Calibration_XPSP_GAIA3,0.0043,0.004,0.0026
SPLUS-n18s16,Calibration_XPSP,0.0037,0.0024,0.0005
SPLUS-n18s16,Calibration_iDR5_3_Main,0.0043,0.004,0.0026
SPLUS-n18s17,Calibration_iDR5_3_Main,0.0045,0.0036,0.0022
SPLUS-n18s18,Calibration_XPSP_GAIA3,0.0038,0.0028,0.002
SPLUS-n18s18,Calibration_XPSP,0.0041,0.0021,0.0004
SPLUS-n18s18,Calibration_iDR5_3_Main,0.0038,0.0028,0.002
SPLUS-n18s19,Calibration_XPSP_GAIA3,0.0123,0.0075,0.0032
SPLUS-n18s19,Calibration_XPSP,0.0124,0.0059,0.0011
SPLUS-n18s19,Calibration_iDR5_3_Main,0.0123,0.0075,0.0032
SPLUS-n18s20,Calibration_iDR5_3_Main,0.0029,0.0019,0.0016
SPLUS-n18s21,Calibration_XPSP_GAIA3,0.0043,0.002,0.0015
SPLUS-n18s21,Calibration_XPSP,0.0056,0.002,-0.0006
SPLUS-n18s21,Calibration_iDR5_3_Main,0.0043,0.002,0.0015
SPLUS-n18s22,Calibration_XPSP_GAIA3,0.0053,0.0043,0.002
SPLUS-n18s22,Calibration_iDR5_3_Main,0.0053,0.0043,0.002
SPLUS-n18s24,Calibration_iDR5_3_Main,0.0071,0.0044,0.0009
SPLUS-n18s29,Calibration_XPSP_GAIA3,0.0057,0.0033,0.0021
SPLUS-n18s29,Calibration_iDR5_3_Main,0.0057,0.0033,0.0021
SPLUS-n18s30,Calibration_XPSP_GAIA3,0.0048,0.0019,0.002
SPLUS-n18s30,Calibration_iDR5_3_Main,0.0048,0.0019,0.002
SPLUS-n18s31,Calibration_XPSP_GAIA3,0.0045,0.0025,0.0027
SPLUS-n18s31,Calibration_iDR5_3_Main,0.0045,0.0025,0.0027
SPLUS-n18s32,Calibration_iDR5_3_Main,0.0069,0.0042,0.0017
SPLUS-n18s33,Calibration_XPSP_GAIA3,0.008,0.0041,0.0013
SPLUS-n18s33,Calibration_iDR5_3_Main,0.008,0.0041,0.0013
SPLUS-n18s34,Calibration_XPSP_GAIA3,0.0066,0.003,0.0023
SPLUS-n18s34,Calibration_XPSP,0.0085,0.0031,-0.0
SPLUS-n18s34,Calibration_iDR5_3_Main,0.0066,0.003,0.0023
SPLUS-n18s35,Calibration_XPSP_GAIA3,0.0065,0.0031,0.0018
SPLUS-n18s35,Calibration_XPSP,0.0085,0.0037,-0.0005
SPLUS-n18s35,Calibration_iDR5_3_Main,0.0065,0.0031,0.0018
SPLUS-n18s36,Calibration_XPSP_GAIA3,0.0057,0.0028,0.0017
SPLUS-n18s36,Calibration_XPSP,0.0076,0.0028,-0.0007
SPLUS-n18s36,Calibration_iDR5_3_Main,0.0057,0.0028,0.0017
SPLUS-n18s37,Calibration_XPSP_GAIA3,0.0066,0.0032,0.002
SPLUS-n18s37,Calibration_XPSP,0.0078,0.0036,-0.0
SPLUS-n18s37,Calibration_iDR5_3_Main,0.0066,0.0032,0.002
