iDR5_Field_Name,Field_1,NAME,FIELD_2,CALIB,ZP_GAIA3_BP,ZP_GAIA3_G,ZP_GAIA3_RP,ZP_GAIA3
SPLUS-s22s40,SPLUS-s22s40,SPLUS-s22s40,SPLUS-s22s40,Calibration_iDR5_3_Main,0.004,0.0028,0.0016,0.0028
SPLUS-s22s41,SPLUS-s22s41,SPLUS-s22s41,SPLUS-s22s41,Calibration_iDR5_3_Main,0.0032,0.0026,0.0021,0.0026333332
SPLUS-s22s42,SPLUS-s22s42,SPLUS-s22s42,SPLUS-s22s42,Calibration_iDR5_3_Main,0.0026,0.0034,0.0018,0.0026
SPLUS-s22s43,SPLUS-s22s43,SPLUS-s22s43,SPLUS-s22s43,Calibration_iDR5_3_Main,0.0033,0.002,0.0025,0.0026
SPLUS-s22s44,SPLUS-s22s44,SPLUS-s22s44,SPLUS-s22s44,Calibration_iDR5_3_Main,0.0049,0.0059,0.0058,0.0055333334
SPLUS-s22s45,SPLUS-s22s45,SPLUS-s22s45,SPLUS-s22s45,Calibration_iDR5_3_Main,-0.0025,-1.0E-4,-4.0E-4,-0.001
SPLUS-s22s46,SPLUS-s22s46,SPLUS-s22s46,SPLUS-s22s46,Calibration_iDR5_3_Main,0.005,0.0051,0.0036,0.004566666
SPLUS-s22s47,SPLUS-s22s47,SPLUS-s22s47,SPLUS-s22s47,Calibration_iDR5_3_Main,0.0061,0.0066,0.0062,0.0063
SPLUS-s22s48,SPLUS-s22s48,SPLUS-s22s48,SPLUS-s22s48,Calibration_iDR5_3_Main,0.0038,0.0049,0.0045,0.0044
SPLUS-s22s49,SPLUS-s22s49,SPLUS-s22s49,SPLUS-s22s49,Calibration_iDR5_3_Main,0.0059,0.0065,0.0047,0.0057
SPLUS-s23s01,SPLUS-s23s01,SPLUS-s23s01,SPLUS-s23s01,Calibration_iDR5_3_Main,0.0073,0.0093,0.0038,0.0067999996
SPLUS-s23s02,SPLUS-s23s02,SPLUS-s23s02,SPLUS-s23s02,Calibration_iDR5_3_Main,0.0022,0.0045,0.0032,0.0033
SPLUS-s23s03,SPLUS-s23s03,SPLUS-s23s03,SPLUS-s23s03,Calibration_iDR5_3_Main,0.0047,0.0056,0.0033,0.0045333332
SPLUS-s23s04,SPLUS-s23s04,SPLUS-s23s04,SPLUS-s23s04,Calibration_iDR5_3_Main,0.005,0.0059,0.0013,0.0040666666
SPLUS-s23s05,SPLUS-s23s05,SPLUS-s23s05,SPLUS-s23s05,Calibration_iDR5_3_Main,7.0E-4,0.0037,0.0047,0.0030333332
SPLUS-s23s06,SPLUS-s23s06,SPLUS-s23s06,SPLUS-s23s06,Calibration_iDR5_3_Main,0.0042,0.0056,0.0046,0.0047999998
SPLUS-s23s08,SPLUS-s23s08,SPLUS-s23s08,SPLUS-s23s08,Calibration_iDR5_3_Main,0.0014,0.003,0.0022,0.0022
SPLUS-s23s09,SPLUS-s23s09,SPLUS-s23s09,SPLUS-s23s09,Calibration_iDR5_3_Main,0.0047,0.0031,0.0012,0.0029999998
SPLUS-s23s10,SPLUS-s23s10,SPLUS-s23s10,SPLUS-s23s10,Calibration_iDR5_3_Main,0.0023,0.0046,0.0035,0.003466667
SPLUS-s23s11,SPLUS-s23s11,SPLUS-s23s11,SPLUS-s23s11,Calibration_iDR5_3_Main,0.0022,0.0024,0.0027,0.0024333333
SPLUS-s23s12,SPLUS-s23s12,SPLUS-s23s12,SPLUS-s23s12,Calibration_iDR5_3_Main,0.0065,0.0051,0.0039,0.005166667
SPLUS-s23s13,SPLUS-s23s13,SPLUS-s23s13,SPLUS-s23s13,Calibration_iDR5_3_Main,0.0045,0.0044,0.0025,0.0037999998
SPLUS-s23s14,SPLUS-s23s14,SPLUS-s23s14,SPLUS-s23s14,Calibration_iDR5_3_Main,0.0085,0.007,0.0038,0.0064333337
SPLUS-s23s15,SPLUS-s23s15,SPLUS-s23s15,SPLUS-s23s15,Calibration_iDR5_3_Main,0.0055,0.0055,0.0031,0.0047
SPLUS-s23s16,SPLUS-s23s16,SPLUS-s23s16,SPLUS-s23s16,Calibration_iDR5_3_Main,0.0038,0.0037,0.0025,0.0033333332
SPLUS-s23s17,SPLUS-s23s17,SPLUS-s23s17,SPLUS-s23s17,Calibration_iDR5_3_Main,0.0046,0.0063,0.0046,0.0051666666
SPLUS-s23s18,SPLUS-s23s18,SPLUS-s23s18,SPLUS-s23s18,Calibration_iDR5_3_Main,0.0056,0.006,0.0046,0.0054
SPLUS-s23s19,SPLUS-s23s19,SPLUS-s23s19,SPLUS-s23s19,Calibration_iDR5_3_Main,0.005,0.0053,0.0042,0.004833333
SPLUS-s23s20,SPLUS-s23s20,SPLUS-s23s20,SPLUS-s23s20,Calibration_iDR5_3_Main,0.0067,0.0049,0.003,0.0048666666
SPLUS-s23s21,SPLUS-s23s21,SPLUS-s23s21,SPLUS-s23s21,Calibration_iDR5_3_Main,0.0102,0.006,0.0023,0.0061666667
SPLUS-s23s22,SPLUS-s23s22,SPLUS-s23s22,SPLUS-s23s22,Calibration_iDR5_3_Main,0.0088,0.0054,0.0026,0.0056
SPLUS-s23s23,SPLUS-s23s23,SPLUS-s23s23,SPLUS-s23s23,Calibration_iDR5_3_Main,0.008,0.0053,0.0024,0.005233333
SPLUS-s23s24,SPLUS-s23s24,SPLUS-s23s24,SPLUS-s23s24,Calibration_iDR5_3_Main,0.0075,0.0056,0.0027,0.0052666664
SPLUS-s23s25,SPLUS-s23s25,SPLUS-s23s25,SPLUS-s23s25,Calibration_iDR5_3_Main,0.0073,0.005,0.0022,0.004833333
SPLUS-s23s26,SPLUS-s23s26,SPLUS-s23s26,SPLUS-s23s26,Calibration_iDR5_3_Main,0.0049,0.0033,0.0026,0.0036000002
SPLUS-s23s27,SPLUS-s23s27,SPLUS-s23s27,SPLUS-s23s27,Calibration_iDR5_3_Main,0.0046,0.0028,0.0015,0.0029666666
SPLUS-s23s28,SPLUS-s23s28,SPLUS-s23s28,SPLUS-s23s28,Calibration_iDR5_3_Main,0.0041,0.0027,0.0011,0.0026333332
SPLUS-s23s29,SPLUS-s23s29,SPLUS-s23s29,SPLUS-s23s29,Calibration_iDR5_3_Main,0.0032,0.0027,0.0027,0.0028666668
SPLUS-s23s30,SPLUS-s23s30,SPLUS-s23s30,SPLUS-s23s30,Calibration_iDR5_3_Main,0.0048,0.004,0.0023,0.0037
SPLUS-s23s31,SPLUS-s23s31,SPLUS-s23s31,SPLUS-s23s31,Calibration_iDR5_3_Main,0.0057,0.0038,0.0015,0.003666667
SPLUS-s23s32,SPLUS-s23s32,SPLUS-s23s32,SPLUS-s23s32,Calibration_iDR5_3_Main,4.0E-4,0.0013,0.0025,0.0014
SPLUS-s23s33,SPLUS-s23s33,SPLUS-s23s33,SPLUS-s23s33,Calibration_iDR5_3_Main,-3.0E-4,3.0E-4,0.001,3.3333336E-4
SPLUS-s23s34,SPLUS-s23s34,SPLUS-s23s34,SPLUS-s23s34,Calibration_iDR5_3_Main,0.0034,0.003,0.0012,0.0025333334
SPLUS-s23s35,SPLUS-s23s35,SPLUS-s23s35,SPLUS-s23s35,Calibration_iDR5_3_Main,0.0025,0.0027,6.0E-4,0.0019333333
SPLUS-s23s36,SPLUS-s23s36,SPLUS-s23s36,SPLUS-s23s36,Calibration_iDR5_3_Main,0.0035,0.0041,0.0018,0.0031333333
SPLUS-s23s37,SPLUS-s23s37,SPLUS-s23s37,SPLUS-s23s37,Calibration_iDR5_3_Main,0.0019,0.0024,0.0022,0.0021666668
SPLUS-s23s38,SPLUS-s23s38,SPLUS-s23s38,SPLUS-s23s38,Calibration_iDR5_3_Main,0.0033,0.0023,0.001,0.0022
SPLUS-s23s39,SPLUS-s23s39,SPLUS-s23s39,SPLUS-s23s39,Calibration_iDR5_3_Main,0.0024,0.0044,0.0027,0.003166667
SPLUS-s23s40,SPLUS-s23s40,SPLUS-s23s40,SPLUS-s23s40,Calibration_iDR5_3_Main,0.004,0.0036,0.0022,0.0032666668
SPLUS-s23s41,SPLUS-s23s41,SPLUS-s23s41,SPLUS-s23s41,Calibration_iDR5_3_Main,0.0027,0.0034,0.0026,0.0029
SPLUS-s23s42,SPLUS-s23s42,SPLUS-s23s42,SPLUS-s23s42,Calibration_iDR5_3_Main,0.0042,0.0048,0.0021,0.0037
SPLUS-s23s43,SPLUS-s23s43,SPLUS-s23s43,SPLUS-s23s43,Calibration_iDR5_3_Main,0.0033,0.0026,0.002,0.0026333334
SPLUS-s23s44,SPLUS-s23s44,SPLUS-s23s44,SPLUS-s23s44,Calibration_iDR5_3_Main,0.0033,0.0019,0.0014,0.0022
SPLUS-s23s45,SPLUS-s23s45,SPLUS-s23s45,SPLUS-s23s45,Calibration_iDR5_3_Main,0.0011,0.002,0.0023,0.0018000001
SPLUS-s23s46,SPLUS-s23s46,SPLUS-s23s46,SPLUS-s23s46,Calibration_iDR5_3_Main,0.0112,0.0119,0.0115,0.011533334
SPLUS-s23s47,SPLUS-s23s47,SPLUS-s23s47,SPLUS-s23s47,Calibration_iDR5_3_Main,9.0E-4,0.0021,0.0018,0.0016000001
SPLUS-s23s48,SPLUS-s23s48,SPLUS-s23s48,SPLUS-s23s48,Calibration_iDR5_3_Main,0.0042,0.0041,0.0039,0.0040666666
SPLUS-s23s49,SPLUS-s23s49,SPLUS-s23s49,SPLUS-s23s49,Calibration_iDR5_3_Main,0.0067,0.0044,0.0022,0.0044333334
SPLUS-s24s01,SPLUS-s24s01,SPLUS-s24s01,SPLUS-s24s01,Calibration_iDR5_3_Main,0.0053,0.0049,0.0022,0.004133333
SPLUS-s24s02,SPLUS-s24s02,SPLUS-s24s02,SPLUS-s24s02,Calibration_iDR5_3_Main,0.0061,0.0079,0.0062,0.006733333
SPLUS-s24s03,SPLUS-s24s03,SPLUS-s24s03,SPLUS-s24s03,Calibration_iDR5_3_Main,0.0043,0.0054,0.0032,0.0043
SPLUS-s24s04,SPLUS-s24s04,SPLUS-s24s04,SPLUS-s24s04,Calibration_iDR5_3_Main,-1.0E-4,2.0E-4,-0.002,-6.333334E-4
SPLUS-s24s05,SPLUS-s24s05,SPLUS-s24s05,SPLUS-s24s05,Calibration_iDR5_3_Main,-5.0E-4,3.0E-4,-5.0E-4,-2.3333334E-4
SPLUS-s24s06,SPLUS-s24s06,SPLUS-s24s06,SPLUS-s24s06,Calibration_iDR5_3_Main,0.0029,0.0031,0.0023,0.0027666667
SPLUS-s24s07,SPLUS-s24s07,SPLUS-s24s07,SPLUS-s24s07,Calibration_iDR5_3_Main,0.0015,0.0024,0.0024,0.0021000002
SPLUS-s24s08,SPLUS-s24s08,SPLUS-s24s08,SPLUS-s24s08,Calibration_iDR5_3_Main,0.0028,0.0032,0.0032,0.0030666667
SPLUS-s24s09,SPLUS-s24s09,SPLUS-s24s09,SPLUS-s24s09,Calibration_iDR5_3_Main,0.003,0.0033,0.002,0.0027666667
SPLUS-s24s10,SPLUS-s24s10,SPLUS-s24s10,SPLUS-s24s10,Calibration_iDR5_3_Main,0.0047,0.004,0.0034,0.004033333
SPLUS-s24s11,SPLUS-s24s11,SPLUS-s24s11,SPLUS-s24s11,Calibration_iDR5_3_Main,0.0047,0.0055,0.0032,0.0044666664
SPLUS-s24s12,SPLUS-s24s12,SPLUS-s24s12,SPLUS-s24s12,Calibration_iDR5_3_Main,0.0074,0.0074,0.0039,0.006233333
SPLUS-s24s13,SPLUS-s24s13,SPLUS-s24s13,SPLUS-s24s13,Calibration_iDR5_3_Main,0.0047,0.0084,0.0047,0.005933333
SPLUS-s24s14,SPLUS-s24s14,SPLUS-s24s14,SPLUS-s24s14,Calibration_iDR5_3_Main,0.0045,0.0057,0.0044,0.0048666666
SPLUS-s24s15,SPLUS-s24s15,SPLUS-s24s15,SPLUS-s24s15,Calibration_iDR5_3_Main,0.0073,0.0061,0.0024,0.0052666664
SPLUS-s24s16,SPLUS-s24s16,SPLUS-s24s16,SPLUS-s24s16,Calibration_iDR5_3_Main,0.0071,0.0065,0.0048,0.0061333333
SPLUS-s24s17,SPLUS-s24s17,SPLUS-s24s17,SPLUS-s24s17,Calibration_iDR5_3_Main,0.0044,0.0033,0.0019,0.0032000002
SPLUS-s24s18,SPLUS-s24s18,SPLUS-s24s18,SPLUS-s24s18,Calibration_iDR5_3_Main,0.0051,0.0053,0.0044,0.0049333335
SPLUS-s24s19,SPLUS-s24s19,SPLUS-s24s19,SPLUS-s24s19,Calibration_iDR5_3_Main,0.0057,0.0061,0.0046,0.0054666665
SPLUS-s24s20,SPLUS-s24s20,SPLUS-s24s20,SPLUS-s24s20,Calibration_iDR5_3_Main,0.005,0.0035,0.0023,0.0036000002
SPLUS-s24s21,SPLUS-s24s21,SPLUS-s24s21,SPLUS-s24s21,Calibration_iDR5_3_Main,0.0065,0.0048,0.0028,0.0047
SPLUS-s24s22,SPLUS-s24s22,SPLUS-s24s22,SPLUS-s24s22,Calibration_iDR5_3_Main,0.0078,0.0053,0.0036,0.0055666664
SPLUS-s24s23,SPLUS-s24s23,SPLUS-s24s23,SPLUS-s24s23,Calibration_iDR5_3_Main,0.0081,0.0057,0.0047,0.0061666667
SPLUS-s24s24,SPLUS-s24s24,SPLUS-s24s24,SPLUS-s24s24,Calibration_iDR5_3_Main,0.0077,0.0038,0.0037,0.0050666668
SPLUS-s24s25,SPLUS-s24s25,SPLUS-s24s25,SPLUS-s24s25,Calibration_iDR5_3_Main,0.0051,0.0031,0.0057,0.0046333335
SPLUS-s24s26,SPLUS-s24s26,SPLUS-s24s26,SPLUS-s24s26,Calibration_iDR5_3_Main,0.0075,0.0064,0.0048,0.006233333
SPLUS-s24s27,SPLUS-s24s27,SPLUS-s24s27,SPLUS-s24s27,Calibration_iDR5_3_Main,0.0085,0.0036,0.0036,0.005233333
SPLUS-s24s28,SPLUS-s24s28,SPLUS-s24s28,SPLUS-s24s28,Calibration_iDR5_3_Main,0.0072,0.0038,0.0036,0.0048666666
SPLUS-s24s29,SPLUS-s24s29,SPLUS-s24s29,SPLUS-s24s29,Calibration_iDR5_3_Main,0.0061,0.0021,0.0034,0.0038666667
SPLUS-s24s31,SPLUS-s24s31,SPLUS-s24s31,SPLUS-s24s31,Calibration_iDR5_3_Main,0.0064,0.0016,3.0E-4,0.0027666667
SPLUS-s24s32,SPLUS-s24s32,SPLUS-s24s32,SPLUS-s24s32,Calibration_iDR5_3_Main,0.0062,0.0038,0.0018,0.0039333333
SPLUS-s24s33,SPLUS-s24s33,SPLUS-s24s33,SPLUS-s24s33,Calibration_iDR5_3_Main,0.0056,0.0059,0.0056,0.0056999996
SPLUS-s24s34,SPLUS-s24s34,SPLUS-s24s34,SPLUS-s24s34,Calibration_iDR5_3_Main,0.0062,0.0046,0.0036,0.0047999998
SPLUS-s24s35,SPLUS-s24s35,SPLUS-s24s35,SPLUS-s24s35,Calibration_iDR5_3_Main,0.008,0.0062,0.0024,0.0055333334
SPLUS-s24s36,SPLUS-s24s36,SPLUS-s24s36,SPLUS-s24s36,Calibration_iDR5_3_Main,0.0068,0.0048,0.0032,0.0049333335
SPLUS-s24s37,SPLUS-s24s37,SPLUS-s24s37,SPLUS-s24s37,Calibration_iDR5_3_Main,0.0072,0.007,0.0035,0.0058999998
SPLUS-s24s38,SPLUS-s24s38,SPLUS-s24s38,SPLUS-s24s38,Calibration_iDR5_3_Main,0.0071,0.005,0.0026,0.0049
SPLUS-s24s39,SPLUS-s24s39,SPLUS-s24s39,SPLUS-s24s39,Calibration_iDR5_3_Main,0.0066,0.0052,0.0037,0.005166667
SPLUS-s24s40,SPLUS-s24s40,SPLUS-s24s40,SPLUS-s24s40,Calibration_iDR5_3_Main,0.0062,0.0051,0.0031,0.0048
SPLUS-s24s41,SPLUS-s24s41,SPLUS-s24s41,SPLUS-s24s41,Calibration_iDR5_3_Main,0.0089,0.0051,0.0013,0.0051
SPLUS-s24s42,SPLUS-s24s42,SPLUS-s24s42,SPLUS-s24s42,Calibration_iDR5_3_Main,0.0063,0.0038,0.0025,0.0042
SPLUS-s24s43,SPLUS-s24s43,SPLUS-s24s43,SPLUS-s24s43,Calibration_iDR5_3_Main,0.0044,0.0044,0.002,0.0036000002
SPLUS-s24s44,SPLUS-s24s44,SPLUS-s24s44,SPLUS-s24s44,Calibration_iDR5_3_Main,0.0079,0.0063,0.002,0.0054
SPLUS-s24s45,SPLUS-s24s45,SPLUS-s24s45,SPLUS-s24s45,Calibration_iDR5_3_Main,0.0052,0.0046,0.0024,0.0040666666
SPLUS-s24s46,SPLUS-s24s46,SPLUS-s24s46,SPLUS-s24s46,Calibration_iDR5_3_Main,0.0063,0.0056,0.0028,0.0049
SPLUS-s24s47,SPLUS-s24s47,SPLUS-s24s47,SPLUS-s24s47,Calibration_iDR5_3_Main,0.0046,0.0036,0.0029,0.0037
SPLUS-s24s48,SPLUS-s24s48,SPLUS-s24s48,SPLUS-s24s48,Calibration_iDR5_3_Main,0.0092,0.0056,0.0036,0.0061333333
SPLUS-s24s49,SPLUS-s24s49,SPLUS-s24s49,SPLUS-s24s49,Calibration_iDR5_3_Main,0.0106,0.0058,0.003,0.0064666667
SPLUS-s24s50,SPLUS-s24s50,SPLUS-s24s50,SPLUS-s24s50,Calibration_iDR5_3_Main,0.0086,0.0065,0.0043,0.0064666667
SPLUS-s24s51,SPLUS-s24s51,SPLUS-s24s51,SPLUS-s24s51,Calibration_iDR5_3_Main,0.0113,0.0073,0.0028,0.0071333335
SPLUS-s24s52,SPLUS-s24s52,SPLUS-s24s52,SPLUS-s24s52,Calibration_iDR5_3_Main,0.0115,0.0072,0.0035,0.0074
SPLUS-s24s53,SPLUS-s24s53,SPLUS-s24s53,SPLUS-s24s53,Calibration_iDR5_3_Main,0.006,0.0057,0.0035,0.0050666668
SPLUS-s24s54,SPLUS-s24s54,SPLUS-s24s54,SPLUS-s24s54,Calibration_iDR5_3_Main,0.0048,0.0043,0.003,0.004033333
SPLUS-s24s55,SPLUS-s24s55,SPLUS-s24s55,SPLUS-s24s55,Calibration_iDR5_3_Main,0.0054,0.0036,0.0021,0.0037
SPLUS-s24s56,SPLUS-s24s56,SPLUS-s24s56,SPLUS-s24s56,Calibration_iDR5_3_Main,0.0028,0.0022,0.0011,0.0020333333
SPLUS-s24s57,SPLUS-s24s57,SPLUS-s24s57,SPLUS-s24s57,Calibration_iDR5_3_Main,0.0031,0.0033,0.0014,0.0026
SPLUS-s24s58,SPLUS-s24s58,SPLUS-s24s58,SPLUS-s24s58,Calibration_iDR5_3_Main,0.0035,0.003,0.0022,0.0029
SPLUS-s24s59,SPLUS-s24s59,SPLUS-s24s59,SPLUS-s24s59,Calibration_iDR5_3_Main,0.0043,0.0036,0.0024,0.003433333
SPLUS-s24s60,SPLUS-s24s60,SPLUS-s24s60,SPLUS-s24s60,Calibration_iDR5_3_Main,0.0016,0.0023,0.0018,0.0018999999
SPLUS-s24s61,SPLUS-s24s61,SPLUS-s24s61,SPLUS-s24s61,Calibration_iDR5_3_Main,1.0E-4,0.0013,0.0022,0.0011999999
SPLUS-s24s62,SPLUS-s24s62,SPLUS-s24s62,SPLUS-s24s62,Calibration_iDR5_3_Main,0.0026,0.0021,2.0E-4,0.0016333334
SPLUS-s24s63,SPLUS-s24s63,SPLUS-s24s63,SPLUS-s24s63,Calibration_iDR5_3_Main,0.0035,0.0034,0.0017,0.0028666668
SPLUS-s24s64,SPLUS-s24s64,SPLUS-s24s64,SPLUS-s24s64,Calibration_iDR5_3_Main,0.0036,0.0029,0.0013,0.0026
SPLUS-s24s65,SPLUS-s24s65,SPLUS-s24s65,SPLUS-s24s65,Calibration_iDR5_3_Main,0.0043,0.0043,0.0015,0.0033666668
SPLUS-s24s66,SPLUS-s24s66,SPLUS-s24s66,SPLUS-s24s66,Calibration_iDR5_3_Main,0.0038,0.0049,0.0034,0.004033333
SPLUS-s24s67,SPLUS-s24s67,SPLUS-s24s67,SPLUS-s24s67,Calibration_iDR5_3_Main,0.0035,0.0037,0.0015,0.0029
SPLUS-s24s68,SPLUS-s24s68,SPLUS-s24s68,SPLUS-s24s68,Calibration_iDR5_3_Main,0.0061,0.006,0.0022,0.004766667
SPLUS-s24s69,SPLUS-s24s69,SPLUS-s24s69,SPLUS-s24s69,Calibration_iDR5_3_Main,0.0027,0.0027,0.0025,0.0026333332
SPLUS-s24s70,SPLUS-s24s70,SPLUS-s24s70,SPLUS-s24s70,Calibration_iDR5_3_Main,0.0035,0.0041,0.0029,0.0034999999
SPLUS-s24s71,SPLUS-s24s71,SPLUS-s24s71,SPLUS-s24s71,Calibration_iDR5_3_Main,0.0029,0.0045,0.003,0.0034666664
SPLUS-s24s72,SPLUS-s24s72,SPLUS-s24s72,SPLUS-s24s72,Calibration_iDR5_3_Main,0.0031,0.0037,0.0027,0.003166667
SPLUS-s24s73,SPLUS-s24s73,SPLUS-s24s73,SPLUS-s24s73,Calibration_iDR5_3_Main,0.0039,0.004,0.0023,0.0033999998
SPLUS-s24s74,SPLUS-s24s74,SPLUS-s24s74,SPLUS-s24s74,Calibration_iDR5_3_Main,0.0026,0.0033,0.004,0.0033
SPLUS-s24s75,SPLUS-s24s75,SPLUS-s24s75,SPLUS-s24s75,Calibration_iDR5_3_Main,0.0123,0.0124,0.0101,0.0116
SPLUS-s24s76,SPLUS-s24s76,SPLUS-s24s76,SPLUS-s24s76,Calibration_iDR5_3_Main,0.0058,0.0062,0.0035,0.0051666666
SPLUS-s25s01,SPLUS-s25s01,SPLUS-s25s01,SPLUS-s25s01,Calibration_iDR5_3_Main,0.0058,0.0049,0.0032,0.0046333335
SPLUS-s25s02,SPLUS-s25s02,SPLUS-s25s02,SPLUS-s25s02,Calibration_iDR5_3_Main,0.0079,0.0085,0.0063,0.0075666667
SPLUS-s25s03,SPLUS-s25s03,SPLUS-s25s03,SPLUS-s25s03,Calibration_iDR5_3_Main,0.0041,0.0036,0.0014,0.0030333332
SPLUS-s25s04,SPLUS-s25s04,SPLUS-s25s04,SPLUS-s25s04,Calibration_iDR5_3_Main,5.0E-4,0.0017,9.0E-4,0.0010333332
SPLUS-s25s05,SPLUS-s25s05,SPLUS-s25s05,SPLUS-s25s05,Calibration_iDR5_3_Main,0.0044,0.0054,0.0049,0.0049
SPLUS-s25s06,SPLUS-s25s06,SPLUS-s25s06,SPLUS-s25s06,Calibration_iDR5_3_Main,3.0E-4,0.0019,0.0017,0.0013
SPLUS-s25s07,SPLUS-s25s07,SPLUS-s25s07,SPLUS-s25s07,Calibration_iDR5_3_Main,0.0034,0.0041,0.0026,0.0033666668
SPLUS-s25s08,SPLUS-s25s08,SPLUS-s25s08,SPLUS-s25s08,Calibration_iDR5_3_Main,0.0032,0.0045,0.0036,0.0037666664
SPLUS-s25s09,SPLUS-s25s09,SPLUS-s25s09,SPLUS-s25s09,Calibration_iDR5_3_Main,0.0046,0.0057,0.0028,0.0043666665
SPLUS-s25s10,SPLUS-s25s10,SPLUS-s25s10,SPLUS-s25s10,Calibration_iDR5_3_Main,0.0012,0.0029,0.0021,0.0020666665
SPLUS-s25s11,SPLUS-s25s11,SPLUS-s25s11,SPLUS-s25s11,Calibration_iDR5_3_Main,0.0044,0.0068,0.0056,0.0056
SPLUS-s25s12,SPLUS-s25s12,SPLUS-s25s12,SPLUS-s25s12,Calibration_iDR5_3_Main,0.0053,0.0046,0.003,0.0043
SPLUS-s25s13,SPLUS-s25s13,SPLUS-s25s13,SPLUS-s25s13,Calibration_iDR5_3_Main,0.0046,0.0049,0.0028,0.0041
SPLUS-s25s14,SPLUS-s25s14,SPLUS-s25s14,SPLUS-s25s14,Calibration_iDR5_3_Main,0.0025,0.0051,0.0041,0.0039000001
SPLUS-s25s15,SPLUS-s25s15,SPLUS-s25s15,SPLUS-s25s15,Calibration_iDR5_3_Main,0.0042,0.0042,0.0032,0.0038666667
SPLUS-s25s16,SPLUS-s25s16,SPLUS-s25s16,SPLUS-s25s16,Calibration_iDR5_3_Main,0.006,0.0065,0.0042,0.0055666664
SPLUS-s25s17,SPLUS-s25s17,SPLUS-s25s17,SPLUS-s25s17,Calibration_iDR5_3_Main,0.0083,0.0047,6.0E-4,0.0045333332
SPLUS-s25s18,SPLUS-s25s18,SPLUS-s25s18,SPLUS-s25s18,Calibration_iDR5_3_Main,0.0058,0.0057,0.0036,0.0050333333
SPLUS-s25s19,SPLUS-s25s19,SPLUS-s25s19,SPLUS-s25s19,Calibration_iDR5_3_Main,0.0064,0.0052,0.0023,0.004633333
SPLUS-s25s20,SPLUS-s25s20,SPLUS-s25s20,SPLUS-s25s20,Calibration_iDR5_3_Main,0.0086,0.0044,0.0027,0.005233334
SPLUS-s25s21,SPLUS-s25s21,SPLUS-s25s21,SPLUS-s25s21,Calibration_iDR5_3_Main,0.006,0.0039,0.0038,0.0045666667
SPLUS-s25s22,SPLUS-s25s22,SPLUS-s25s22,SPLUS-s25s22,Calibration_iDR5_3_Main,0.0054,0.0044,0.0045,0.004766667
SPLUS-s25s23,SPLUS-s25s23,SPLUS-s25s23,SPLUS-s25s23,Calibration_iDR5_3_Main,0.0062,0.0027,0.0048,0.0045666667
SPLUS-s25s24,SPLUS-s25s24,SPLUS-s25s24,SPLUS-s25s24,Calibration_iDR5_3_Main,0.0088,0.0034,0.0043,0.0055
SPLUS-s25s26,SPLUS-s25s26,SPLUS-s25s26,SPLUS-s25s26,Calibration_iDR5_3_Main,0.0066,0.0029,0.0045,0.0046666665
SPLUS-s25s27,SPLUS-s25s27,SPLUS-s25s27,SPLUS-s25s27,Calibration_iDR5_3_Main,0.0063,0.0031,0.0035,0.0043
SPLUS-s25s28,SPLUS-s25s28,SPLUS-s25s28,SPLUS-s25s28,Calibration_iDR5_3_Main,0.0074,0.0032,0.0039,0.004833333
SPLUS-s25s29,SPLUS-s25s29,SPLUS-s25s29,SPLUS-s25s29,Calibration_iDR5_3_Main,0.0081,0.0051,0.0043,0.0058333334
SPLUS-s25s30,SPLUS-s25s30,SPLUS-s25s30,SPLUS-s25s30,Calibration_iDR5_3_Main,0.0055,0.0032,0.0037,0.0041333335
SPLUS-s25s31,SPLUS-s25s31,SPLUS-s25s31,SPLUS-s25s31,Calibration_iDR5_3_Main,0.0059,0.0036,0.0024,0.0039666668
SPLUS-s25s32,SPLUS-s25s32,SPLUS-s25s32,SPLUS-s25s32,Calibration_iDR5_3_Main,0.0068,0.0053,0.0032,0.0051
SPLUS-s25s33,SPLUS-s25s33,SPLUS-s25s33,SPLUS-s25s33,Calibration_iDR5_3_Main,0.0065,0.0044,0.0032,0.0047
SPLUS-s25s34,SPLUS-s25s34,SPLUS-s25s34,SPLUS-s25s34,Calibration_iDR5_3_Main,0.0094,0.0069,0.0045,0.0069333334
SPLUS-s25s35,SPLUS-s25s35,SPLUS-s25s35,SPLUS-s25s35,Calibration_iDR5_3_Main,0.0069,0.0046,0.0042,0.005233333
SPLUS-s25s36,SPLUS-s25s36,SPLUS-s25s36,SPLUS-s25s36,Calibration_iDR5_3_Main,0.0064,0.0049,0.0041,0.005133333
SPLUS-s25s37,SPLUS-s25s37,SPLUS-s25s37,SPLUS-s25s37,Calibration_iDR5_3_Main,0.0076,0.0068,0.005,0.0064666667
SPLUS-s25s38,SPLUS-s25s38,SPLUS-s25s38,SPLUS-s25s38,Calibration_iDR5_3_Main,0.0057,0.0049,0.003,0.0045333337
SPLUS-s25s39,SPLUS-s25s39,SPLUS-s25s39,SPLUS-s25s39,Calibration_iDR5_3_Main,0.0075,0.0055,0.003,0.0053333337
SPLUS-s25s40,SPLUS-s25s40,SPLUS-s25s40,SPLUS-s25s40,Calibration_iDR5_3_Main,0.0069,0.0061,0.0012,0.0047333334
SPLUS-s25s41,SPLUS-s25s41,SPLUS-s25s41,SPLUS-s25s41,Calibration_iDR5_3_Main,0.0075,0.0056,0.0037,0.0056
