iDR5_Field_Name,Field_1,NAME,FIELD_2,CALIB,ZP_GAIA3_BP,ZP_GAIA3_G,ZP_GAIA3_RP,ZP_GAIA3
SPLUS-s28s23,SPLUS-s28s23,SPLUS-s28s23,SPLUS-s28s23,Calibration_iDR5_3_Main,0.0069,0.0035,0.0038,0.0047333334
SPLUS-s28s24,SPLUS-s28s24,SPLUS-s28s24,SPLUS-s28s24,Calibration_iDR5_3_Main,0.0072,0.0033,0.0029,0.0044666664
SPLUS-s28s25,SPLUS-s28s25,SPLUS-s28s25,SPLUS-s28s25,Calibration_iDR5_3_Main,0.0077,0.0039,0.0039,0.0051666666
SPLUS-s28s26,SPLUS-s28s26,SPLUS-s28s26,SPLUS-s28s26,Calibration_iDR5_3_Main,0.0073,0.0036,0.0023,0.0044
SPLUS-s28s27,SPLUS-s28s27,SPLUS-s28s27,SPLUS-s28s27,Calibration_iDR5_3_Main,0.0045,0.0028,0.0028,0.0033666666
SPLUS-s28s28,SPLUS-s28s28,SPLUS-s28s28,SPLUS-s28s28,Calibration_iDR5_3_Main,0.0068,0.0036,0.0037,0.0047
SPLUS-s28s29,SPLUS-s28s29,SPLUS-s28s29,SPLUS-s28s29,Calibration_iDR5_3_Main,0.0049,0.0037,0.0038,0.0041333335
SPLUS-s28s30,SPLUS-s28s30,SPLUS-s28s30,SPLUS-s28s30,Calibration_iDR5_3_Main,0.0076,0.0039,0.0021,0.0045333332
SPLUS-s28s31,SPLUS-s28s31,SPLUS-s28s31,SPLUS-s28s31,Calibration_iDR5_3_Main,0.0047,0.0037,0.0027,0.0037
SPLUS-s28s32,SPLUS-s28s32,SPLUS-s28s32,SPLUS-s28s32,Calibration_iDR5_3_Main,0.007,0.0061,0.0035,0.0055333334
SPLUS-s28s33,SPLUS-s28s33,SPLUS-s28s33,SPLUS-s28s33,Calibration_iDR5_3_Main,0.0063,0.0044,0.0028,0.0045000003
SPLUS-s28s34,SPLUS-s28s34,SPLUS-s28s34,SPLUS-s28s34,Calibration_iDR5_3_Main,0.0052,0.0049,0.0031,0.0044
SPLUS-s28s35,SPLUS-s28s35,SPLUS-s28s35,SPLUS-s28s35,Calibration_iDR5_3_Main,0.0064,0.0046,0.0035,0.004833333
SPLUS-s28s36,SPLUS-s28s36,SPLUS-s28s36,SPLUS-s28s36,Calibration_iDR5_3_Main,0.0062,0.0064,0.0041,0.0055666664
SPLUS-s28s37,SPLUS-s28s37,SPLUS-s28s37,SPLUS-s28s37,Calibration_iDR5_3_Main,0.0067,0.0065,0.0036,0.0056
SPLUS-s28s38,SPLUS-s28s38,SPLUS-s28s38,SPLUS-s28s38,Calibration_iDR5_3_Main,0.007,0.0049,0.0027,0.0048666666
SPLUS-s28s39,SPLUS-s28s39,SPLUS-s28s39,SPLUS-s28s39,Calibration_iDR5_3_Main,0.0045,0.006,0.004,0.004833333
SPLUS-s28s40,SPLUS-s28s40,SPLUS-s28s40,SPLUS-s28s40,Calibration_iDR5_3_Main,0.0045,0.0035,0.0031,0.0037
SPLUS-s28s41,SPLUS-s28s41,SPLUS-s28s41,SPLUS-s28s41,Calibration_iDR5_3_Main,0.0054,0.0038,0.0029,0.004033333
SPLUS-s28s42,SPLUS-s28s42,SPLUS-s28s42,SPLUS-s28s42,Calibration_iDR5_3_Main,0.0057,0.0044,0.0023,0.004133333
SPLUS-s28s43,SPLUS-s28s43,SPLUS-s28s43,SPLUS-s28s43,Calibration_iDR5_3_Main,0.0044,0.0045,0.0021,0.0036666666
SPLUS-s28s44,SPLUS-s28s44,SPLUS-s28s44,SPLUS-s28s44,Calibration_iDR5_3_Main,0.0038,0.0037,0.0028,0.0034333335
SPLUS-s28s45,SPLUS-s28s45,SPLUS-s28s45,SPLUS-s28s45,Calibration_iDR5_3_Main,0.004,0.004,0.0031,0.0037000002
SPLUS-s28s46,SPLUS-s28s46,SPLUS-s28s46,SPLUS-s28s46,Calibration_iDR5_3_Main,0.0053,0.0044,0.0022,0.0039666668
SPLUS-s28s47,SPLUS-s28s47,SPLUS-s28s47,SPLUS-s28s47,Calibration_iDR5_3_Main,0.0077,0.0051,0.0025,0.0051
SPLUS-s28s48,SPLUS-s28s48,SPLUS-s28s48,SPLUS-s28s48,Calibration_iDR5_3_Main,0.0071,0.0055,0.0026,0.0050666668
SPLUS-s28s49,SPLUS-s28s49,SPLUS-s28s49,SPLUS-s28s49,Calibration_iDR5_3_Main,0.0088,0.0076,0.004,0.0068
SPLUS-s28s50,SPLUS-s28s50,SPLUS-s28s50,SPLUS-s28s50,Calibration_iDR5_3_Main,0.0077,0.0049,0.0019,0.004833333
SPLUS-s28s72,SPLUS-s28s72,SPLUS-s28s72,SPLUS-s28s72,Calibration_iDR5_3_Main,0.0048,0.0037,0.0028,0.0037666669
SPLUS-s28s73,SPLUS-s28s73,SPLUS-s28s73,SPLUS-s28s73,Calibration_iDR5_3_Main,0.003,0.0032,0.0016,0.0026
SPLUS-s29s01,SPLUS-s29s01,SPLUS-s29s01,SPLUS-s29s01,Calibration_iDR5_3_Main,0.0035,0.0031,0.0014,0.0026666664
SPLUS-s29s02,SPLUS-s29s02,SPLUS-s29s02,SPLUS-s29s02,Calibration_iDR5_3_Main,0.004,0.0039,0.0021,0.0033333332
SPLUS-s29s03,SPLUS-s29s03,SPLUS-s29s03,SPLUS-s29s03,Calibration_iDR5_3_Main,0.0019,0.0026,0.0024,0.0023
SPLUS-s29s09,SPLUS-s29s09,SPLUS-s29s09,SPLUS-s29s09,Calibration_iDR5_3_Main,0.0052,0.0036,0.0021,0.0036333334
SPLUS-s29s24,SPLUS-s29s24,SPLUS-s29s24,SPLUS-s29s24,Calibration_iDR5_3_Main,0.0146,0.0061,7.0E-4,0.0071333335
SPLUS-s29s25,SPLUS-s29s25,SPLUS-s29s25,SPLUS-s29s25,Calibration_iDR5_3_Main,0.0071,0.0028,0.0037,0.0045333332
SPLUS-s29s26,SPLUS-s29s26,SPLUS-s29s26,SPLUS-s29s26,Calibration_iDR5_3_Main,0.0061,0.0041,0.0038,0.0046666665
SPLUS-s29s27,SPLUS-s29s27,SPLUS-s29s27,SPLUS-s29s27,Calibration_iDR5_3_Main,0.0051,0.0031,0.0042,0.004133333
SPLUS-s29s28,SPLUS-s29s28,SPLUS-s29s28,SPLUS-s29s28,Calibration_iDR5_3_Main,0.0057,0.0044,0.004,0.0047
SPLUS-s29s29,SPLUS-s29s29,SPLUS-s29s29,SPLUS-s29s29,Calibration_iDR5_3_Main,0.0051,0.0044,0.0032,0.0042333337
SPLUS-s29s30,SPLUS-s29s30,SPLUS-s29s30,SPLUS-s29s30,Calibration_iDR5_3_Main,0.0072,0.0044,0.0017,0.0044333334
SPLUS-s29s31,SPLUS-s29s31,SPLUS-s29s31,SPLUS-s29s31,Calibration_iDR5_3_Main,0.0061,0.0044,0.0038,0.004766667
SPLUS-s29s32,SPLUS-s29s32,SPLUS-s29s32,SPLUS-s29s32,Calibration_iDR5_3_Main,0.0083,0.0054,0.003,0.0055666664
SPLUS-s29s33,SPLUS-s29s33,SPLUS-s29s33,SPLUS-s29s33,Calibration_iDR5_3_Main,0.0042,0.0039,0.0032,0.0037666664
SPLUS-s29s34,SPLUS-s29s34,SPLUS-s29s34,SPLUS-s29s34,Calibration_iDR5_3_Main,0.0049,0.0041,0.0028,0.0039333333
SPLUS-s29s35,SPLUS-s29s35,SPLUS-s29s35,SPLUS-s29s35,Calibration_iDR5_3_Main,0.0061,0.0055,0.0032,0.0049333335
SPLUS-s29s36,SPLUS-s29s36,SPLUS-s29s36,SPLUS-s29s36,Calibration_iDR5_3_Main,0.0044,0.0055,0.003,0.0043
SPLUS-s29s37,SPLUS-s29s37,SPLUS-s29s37,SPLUS-s29s37,Calibration_iDR5_3_Main,0.0073,0.0058,0.0038,0.005633333
SPLUS-s29s38,SPLUS-s29s38,SPLUS-s29s38,SPLUS-s29s38,Calibration_iDR5_3_Main,0.0058,0.0048,0.0031,0.004566667
SPLUS-s29s39,SPLUS-s29s39,SPLUS-s29s39,SPLUS-s29s39,Calibration_iDR5_3_Main,0.007,0.005,0.0028,0.0049333335
SPLUS-s29s40,SPLUS-s29s40,SPLUS-s29s40,SPLUS-s29s40,Calibration_iDR5_3_Main,0.008,0.0048,0.0021,0.004966667
SPLUS-s29s41,SPLUS-s29s41,SPLUS-s29s41,SPLUS-s29s41,Calibration_iDR5_3_Main,0.0044,0.0039,0.0026,0.0036333334
SPLUS-s29s42,SPLUS-s29s42,SPLUS-s29s42,SPLUS-s29s42,Calibration_iDR5_3_Main,0.0044,0.0057,0.0039,0.0046666665
SPLUS-s29s43,SPLUS-s29s43,SPLUS-s29s43,SPLUS-s29s43,Calibration_iDR5_3_Main,0.0045,0.0043,0.0035,0.0041
SPLUS-s29s44,SPLUS-s29s44,SPLUS-s29s44,SPLUS-s29s44,Calibration_iDR5_3_Main,0.0049,0.0047,0.0027,0.0041
SPLUS-s29s45,SPLUS-s29s45,SPLUS-s29s45,SPLUS-s29s45,Calibration_iDR5_3_Main,0.0046,0.0042,0.003,0.0039333333
SPLUS-s29s46,SPLUS-s29s46,SPLUS-s29s46,SPLUS-s29s46,Calibration_iDR5_3_Main,0.0078,0.0048,0.0019,0.004833333
SPLUS-s29s47,SPLUS-s29s47,SPLUS-s29s47,SPLUS-s29s47,Calibration_iDR5_3_Main,0.0052,0.0036,5.0E-4,0.0031
SPLUS-s29s48,SPLUS-s29s48,SPLUS-s29s48,SPLUS-s29s48,Calibration_iDR5_3_Main,0.0073,0.0047,9.0E-4,0.0043
SPLUS-s29s49,SPLUS-s29s49,SPLUS-s29s49,SPLUS-s29s49,Calibration_iDR5_3_Main,0.0082,0.004,0.0013,0.0045
SPLUS-s29s65,SPLUS-s29s65,SPLUS-s29s65,SPLUS-s29s65,Calibration_iDR5_3_Main,5.0E-4,0.0025,0.0026,0.0018666666
SPLUS-s29s71,SPLUS-s29s71,SPLUS-s29s71,SPLUS-s29s71,Calibration_iDR5_3_Main,0.0031,0.004,0.0018,0.0029666666
SPLUS-s30s02,SPLUS-s30s02,SPLUS-s30s02,SPLUS-s30s02,Calibration_iDR5_3_Main,0.0026,0.0034,0.0029,0.0029666666
SPLUS-s30s03,SPLUS-s30s03,SPLUS-s30s03,SPLUS-s30s03,Calibration_iDR5_3_Main,0.0024,0.0054,0.0026,0.0034666667
SPLUS-s30s23,SPLUS-s30s23,SPLUS-s30s23,SPLUS-s30s23,Calibration_iDR5_3_Main,0.0083,0.003,0.0014,0.004233333
SPLUS-s30s24,SPLUS-s30s24,SPLUS-s30s24,SPLUS-s30s24,Calibration_iDR5_3_Main,0.0079,0.0049,0.0032,0.005333333
SPLUS-s30s25,SPLUS-s30s25,SPLUS-s30s25,SPLUS-s30s25,Calibration_iDR5_3_Main,0.0069,0.0033,0.0033,0.0045
SPLUS-s30s26,SPLUS-s30s26,SPLUS-s30s26,SPLUS-s30s26,Calibration_iDR5_3_Main,0.0084,0.0054,0.0027,0.0055
SPLUS-s30s27,SPLUS-s30s27,SPLUS-s30s27,SPLUS-s30s27,Calibration_iDR5_3_Main,0.0076,0.0041,0.0038,0.005166667
SPLUS-s30s28,SPLUS-s30s28,SPLUS-s30s28,SPLUS-s30s28,Calibration_iDR5_3_Main,0.0087,0.0055,0.004,0.006066667
SPLUS-s30s29,SPLUS-s30s29,SPLUS-s30s29,SPLUS-s30s29,Calibration_iDR5_3_Main,0.0063,0.0037,0.0029,0.0042999997
SPLUS-s30s30,SPLUS-s30s30,SPLUS-s30s30,SPLUS-s30s30,Calibration_iDR5_3_Main,0.0067,0.004,0.0032,0.0046333335
SPLUS-s30s31,SPLUS-s30s31,SPLUS-s30s31,SPLUS-s30s31,Calibration_iDR5_3_Main,0.0053,0.0038,0.0025,0.0038666662
SPLUS-s30s32,SPLUS-s30s32,SPLUS-s30s32,SPLUS-s30s32,Calibration_iDR5_3_Main,0.0082,0.0045,0.0019,0.0048666666
SPLUS-s30s33,SPLUS-s30s33,SPLUS-s30s33,SPLUS-s30s33,Calibration_iDR5_3_Main,0.0066,0.0057,0.0033,0.0052
SPLUS-s30s34,SPLUS-s30s34,SPLUS-s30s34,SPLUS-s30s34,Calibration_iDR5_3_Main,0.0049,0.0052,0.0025,0.0042
SPLUS-s30s35,SPLUS-s30s35,SPLUS-s30s35,SPLUS-s30s35,Calibration_iDR5_3_Main,0.0061,0.005,0.0035,0.0048666666
SPLUS-s30s36,SPLUS-s30s36,SPLUS-s30s36,SPLUS-s30s36,Calibration_iDR5_3_Main,0.0067,0.0051,0.0034,0.0050666668
SPLUS-s30s37,SPLUS-s30s37,SPLUS-s30s37,SPLUS-s30s37,Calibration_iDR5_3_Main,0.0053,0.0048,0.0024,0.0041666664
SPLUS-s30s38,SPLUS-s30s38,SPLUS-s30s38,SPLUS-s30s38,Calibration_iDR5_3_Main,0.0058,0.0042,0.0015,0.0038333333
SPLUS-s30s39,SPLUS-s30s39,SPLUS-s30s39,SPLUS-s30s39,Calibration_iDR5_3_Main,0.0059,0.0054,0.004,0.0051
SPLUS-s30s40,SPLUS-s30s40,SPLUS-s30s40,SPLUS-s30s40,Calibration_iDR5_3_Main,0.0059,0.0046,0.0015,0.004
SPLUS-s30s41,SPLUS-s30s41,SPLUS-s30s41,SPLUS-s30s41,Calibration_iDR5_3_Main,0.0061,0.0049,0.0029,0.004633333
SPLUS-s30s42,SPLUS-s30s42,SPLUS-s30s42,SPLUS-s30s42,Calibration_iDR5_3_Main,0.0054,0.004,0.0024,0.0039333333
SPLUS-s30s43,SPLUS-s30s43,SPLUS-s30s43,SPLUS-s30s43,Calibration_iDR5_3_Main,0.0054,0.0047,0.0026,0.0042333333
SPLUS-s30s44,SPLUS-s30s44,SPLUS-s30s44,SPLUS-s30s44,Calibration_iDR5_3_Main,0.0049,0.0049,0.0015,0.0037666669
SPLUS-s30s45,SPLUS-s30s45,SPLUS-s30s45,SPLUS-s30s45,Calibration_iDR5_3_Main,0.0057,0.0043,0.0026,0.0042
SPLUS-s30s46,SPLUS-s30s46,SPLUS-s30s46,SPLUS-s30s46,Calibration_iDR5_3_Main,0.0089,0.0066,0.002,0.0058333334
SPLUS-s30s47,SPLUS-s30s47,SPLUS-s30s47,SPLUS-s30s47,Calibration_iDR5_3_Main,0.0062,0.005,0.0021,0.0044333334
SPLUS-s30s48,SPLUS-s30s48,SPLUS-s30s48,SPLUS-s30s48,Calibration_iDR5_3_Main,0.0059,0.0044,0.001,0.0037666669
SPLUS-s31s10,SPLUS-s31s10,SPLUS-s31s10,SPLUS-s31s10,Calibration_iDR5_3_Main,0.0049,0.0029,0.0012,0.0029999998
SPLUS-s31s23,SPLUS-s31s23,SPLUS-s31s23,SPLUS-s31s23,Calibration_iDR5_3_Main,0.0074,0.0038,0.0022,0.0044666664
SPLUS-s31s24,SPLUS-s31s24,SPLUS-s31s24,SPLUS-s31s24,Calibration_iDR5_3_Main,0.0067,0.0054,0.0026,0.0049
SPLUS-s31s25,SPLUS-s31s25,SPLUS-s31s25,SPLUS-s31s25,Calibration_iDR5_3_Main,0.0061,0.0045,0.0045,0.0050333333
SPLUS-s31s26,SPLUS-s31s26,SPLUS-s31s26,SPLUS-s31s26,Calibration_iDR5_3_Main,0.0089,0.0063,0.0037,0.0063
SPLUS-s31s27,SPLUS-s31s27,SPLUS-s31s27,SPLUS-s31s27,Calibration_iDR5_3_Main,0.0081,0.0054,0.003,0.0055
SPLUS-s31s28,SPLUS-s31s28,SPLUS-s31s28,SPLUS-s31s28,Calibration_iDR5_3_Main,0.0079,0.0056,0.0032,0.0055666664
SPLUS-s31s29,SPLUS-s31s29,SPLUS-s31s29,SPLUS-s31s29,Calibration_iDR5_3_Main,0.0058,0.0037,0.0035,0.0043333336
SPLUS-s31s30,SPLUS-s31s30,SPLUS-s31s30,SPLUS-s31s30,Calibration_iDR5_3_Main,0.0059,0.0029,0.003,0.0039333333
SPLUS-s31s31,SPLUS-s31s31,SPLUS-s31s31,SPLUS-s31s31,Calibration_iDR5_3_Main,0.0059,0.0038,0.0019,0.003866667
SPLUS-s31s32,SPLUS-s31s32,SPLUS-s31s32,SPLUS-s31s32,Calibration_iDR5_3_Main,0.0054,0.0034,0.002,0.0036000002
SPLUS-s31s33,SPLUS-s31s33,SPLUS-s31s33,SPLUS-s31s33,Calibration_iDR5_3_Main,0.0048,0.0042,0.0026,0.0038666667
SPLUS-s31s34,SPLUS-s31s34,SPLUS-s31s34,SPLUS-s31s34,Calibration_iDR5_3_Main,0.0069,0.0044,0.0023,0.0045333332
SPLUS-s31s35,SPLUS-s31s35,SPLUS-s31s35,SPLUS-s31s35,Calibration_iDR5_3_Main,0.006,0.0046,0.0021,0.0042333337
SPLUS-s31s36,SPLUS-s31s36,SPLUS-s31s36,SPLUS-s31s36,Calibration_iDR5_3_Main,0.0062,0.0042,0.0034,0.0046
SPLUS-s31s37,SPLUS-s31s37,SPLUS-s31s37,SPLUS-s31s37,Calibration_iDR5_3_Main,0.0066,0.0052,0.0022,0.004666667
SPLUS-s31s38,SPLUS-s31s38,SPLUS-s31s38,SPLUS-s31s38,Calibration_iDR5_3_Main,0.005,0.0052,0.0026,0.0042666667
SPLUS-s31s39,SPLUS-s31s39,SPLUS-s31s39,SPLUS-s31s39,Calibration_iDR5_3_Main,0.0059,0.0045,0.0018,0.0040666666
SPLUS-s31s40,SPLUS-s31s40,SPLUS-s31s40,SPLUS-s31s40,Calibration_iDR5_3_Main,0.0052,0.0038,0.0017,0.0035666665
SPLUS-s31s41,SPLUS-s31s41,SPLUS-s31s41,SPLUS-s31s41,Calibration_iDR5_3_Main,0.0046,0.0051,0.0028,0.004166667
SPLUS-s31s42,SPLUS-s31s42,SPLUS-s31s42,SPLUS-s31s42,Calibration_iDR5_3_Main,0.0039,0.0046,0.0025,0.0036666666
SPLUS-s31s44,SPLUS-s31s44,SPLUS-s31s44,SPLUS-s31s44,Calibration_iDR5_3_Main,0.0048,0.005,0.0047,0.004833333
SPLUS-s31s45,SPLUS-s31s45,SPLUS-s31s45,SPLUS-s31s45,Calibration_iDR5_3_Main,0.007,0.005,0.0023,0.004766667
SPLUS-s31s46,SPLUS-s31s46,SPLUS-s31s46,SPLUS-s31s46,Calibration_iDR5_3_Main,0.0063,0.0038,0.0019,0.004
SPLUS-s31s47,SPLUS-s31s47,SPLUS-s31s47,SPLUS-s31s47,Calibration_iDR5_3_Main,0.0055,0.0027,0.0015,0.0032333334
SPLUS-s31s58,SPLUS-s31s58,SPLUS-s31s58,SPLUS-s31s58,Calibration_iDR5_3_Main,0.0046,0.0046,0.003,0.0040666666
SPLUS-s32s14,SPLUS-s32s14,SPLUS-s32s14,SPLUS-s32s14,Calibration_iDR5_3_Main,0.0054,0.0038,0.002,0.0037333334
SPLUS-s32s22,SPLUS-s32s22,SPLUS-s32s22,SPLUS-s32s22,Calibration_iDR5_3_Main,0.0058,0.0047,0.002,0.004166667
SPLUS-s32s23,SPLUS-s32s23,SPLUS-s32s23,SPLUS-s32s23,Calibration_iDR5_3_Main,0.0054,0.0038,0.0024,0.003866667
SPLUS-s32s24,SPLUS-s32s24,SPLUS-s32s24,SPLUS-s32s24,Calibration_iDR5_3_Main,0.0081,0.0053,0.0017,0.0050333333
SPLUS-s32s25,SPLUS-s32s25,SPLUS-s32s25,SPLUS-s32s25,Calibration_iDR5_3_Main,0.0064,0.0035,0.0023,0.0040666666
SPLUS-s32s26,SPLUS-s32s26,SPLUS-s32s26,SPLUS-s32s26,Calibration_iDR5_3_Main,0.0067,0.0042,0.0041,0.0050000004
SPLUS-s32s27,SPLUS-s32s27,SPLUS-s32s27,SPLUS-s32s27,Calibration_iDR5_3_Main,0.0054,0.0035,0.0029,0.0039333333
SPLUS-s32s28,SPLUS-s32s28,SPLUS-s32s28,SPLUS-s32s28,Calibration_iDR5_3_Main,0.0068,0.004,0.003,0.0046
SPLUS-s32s29,SPLUS-s32s29,SPLUS-s32s29,SPLUS-s32s29,Calibration_iDR5_3_Main,0.0035,0.0035,0.0038,0.0036000002
SPLUS-s32s30,SPLUS-s32s30,SPLUS-s32s30,SPLUS-s32s30,Calibration_iDR5_3_Main,0.0065,0.0051,0.0022,0.0046
SPLUS-s32s31,SPLUS-s32s31,SPLUS-s32s31,SPLUS-s32s31,Calibration_iDR5_3_Main,0.007,0.005,0.0032,0.0050666668
SPLUS-s32s32,SPLUS-s32s32,SPLUS-s32s32,SPLUS-s32s32,Calibration_iDR5_3_Main,0.0058,0.0049,0.0025,0.0044
SPLUS-s32s33,SPLUS-s32s33,SPLUS-s32s33,SPLUS-s32s33,Calibration_iDR5_3_Main,0.0064,0.0052,0.0031,0.0049
SPLUS-s32s34,SPLUS-s32s34,SPLUS-s32s34,SPLUS-s32s34,Calibration_iDR5_3_Main,0.0046,0.004,0.0022,0.0036000002
SPLUS-s32s35,SPLUS-s32s35,SPLUS-s32s35,SPLUS-s32s35,Calibration_iDR5_3_Main,0.0064,0.0059,0.0027,0.005
SPLUS-s32s36,SPLUS-s32s36,SPLUS-s32s36,SPLUS-s32s36,Calibration_iDR5_3_Main,0.0052,0.0049,0.0023,0.004133333
SPLUS-s32s37,SPLUS-s32s37,SPLUS-s32s37,SPLUS-s32s37,Calibration_iDR5_3_Main,0.0118,0.0092,0.004,0.008333334
SPLUS-s32s38,SPLUS-s32s38,SPLUS-s32s38,SPLUS-s32s38,Calibration_iDR5_3_Main,0.007,0.0045,0.0028,0.004766667
SPLUS-s32s39,SPLUS-s32s39,SPLUS-s32s39,SPLUS-s32s39,Calibration_iDR5_3_Main,0.0052,0.0045,0.0024,0.004033333
SPLUS-s32s40,SPLUS-s32s40,SPLUS-s32s40,SPLUS-s32s40,Calibration_iDR5_3_Main,0.0048,0.0051,0.0029,0.0042666667
SPLUS-s32s41,SPLUS-s32s41,SPLUS-s32s41,SPLUS-s32s41,Calibration_iDR5_3_Main,0.0048,0.0048,0.0026,0.004066667
SPLUS-s32s42,SPLUS-s32s42,SPLUS-s32s42,SPLUS-s32s42,Calibration_iDR5_3_Main,0.0054,0.0049,0.0027,0.0043333336
SPLUS-s32s43,SPLUS-s32s43,SPLUS-s32s43,SPLUS-s32s43,Calibration_iDR5_3_Main,0.0062,0.0047,0.0019,0.0042666667
SPLUS-s32s44,SPLUS-s32s44,SPLUS-s32s44,SPLUS-s32s44,Calibration_iDR5_3_Main,0.0062,0.0055,0.0032,0.004966667
SPLUS-s32s45,SPLUS-s32s45,SPLUS-s32s45,SPLUS-s32s45,Calibration_iDR5_3_Main,0.0073,0.0058,0.0028,0.0053000003
SPLUS-s32s46,SPLUS-s32s46,SPLUS-s32s46,SPLUS-s32s46,Calibration_iDR5_3_Main,0.0065,0.0041,0.0018,0.0041333335
SPLUS-s32s51,SPLUS-s32s51,SPLUS-s32s51,SPLUS-s32s51,Calibration_iDR5_3_Main,0.0047,0.0036,0.0023,0.0035333333
SPLUS-s32s52,SPLUS-s32s52,SPLUS-s32s52,SPLUS-s32s52,Calibration_iDR5_3_Main,0.0044,0.0041,0.0029,0.0038
SPLUS-s32s61,SPLUS-s32s61,SPLUS-s32s61,SPLUS-s32s61,Calibration_iDR5_3_Main,0.002,0.0036,0.0023,0.0026333332
SPLUS-s32s62,SPLUS-s32s62,SPLUS-s32s62,SPLUS-s32s62,Calibration_iDR5_3_Main,9.0E-4,0.0033,0.0015,0.0018999999
SPLUS-s32s65,SPLUS-s32s65,SPLUS-s32s65,SPLUS-s32s65,Calibration_iDR5_3_Main,0.0031,0.0032,0.0028,0.0030333332
SPLUS-s33s06,SPLUS-s33s06,SPLUS-s33s06,SPLUS-s33s06,Calibration_iDR5_3_Main,0.0037,0.0039,0.0028,0.0034666667
SPLUS-s33s22,SPLUS-s33s22,SPLUS-s33s22,SPLUS-s33s22,Calibration_iDR5_3_Main,0.006,0.0021,-0.0023,0.0019333335
SPLUS-s33s23,SPLUS-s33s23,SPLUS-s33s23,SPLUS-s33s23,Calibration_iDR5_3_Main,0.0067,0.0045,0.0034,0.0048666666
SPLUS-s33s24,SPLUS-s33s24,SPLUS-s33s24,SPLUS-s33s24,Calibration_iDR5_3_Main,0.0054,0.0032,0.0022,0.0036000002
SPLUS-s33s25,SPLUS-s33s25,SPLUS-s33s25,SPLUS-s33s25,Calibration_iDR5_3_Main,0.0069,0.0047,0.004,0.0052
SPLUS-s33s26,SPLUS-s33s26,SPLUS-s33s26,SPLUS-s33s26,Calibration_iDR5_3_Main,0.007,0.0045,0.003,0.004833333
SPLUS-s33s27,SPLUS-s33s27,SPLUS-s33s27,SPLUS-s33s27,Calibration_iDR5_3_Main,0.0055,0.0042,0.0037,0.004466667
SPLUS-s33s28,SPLUS-s33s28,SPLUS-s33s28,SPLUS-s33s28,Calibration_iDR5_3_Main,0.0053,0.0036,0.0019,0.0036000002
SPLUS-s33s29,SPLUS-s33s29,SPLUS-s33s29,SPLUS-s33s29,Calibration_iDR5_3_Main,0.007,0.0049,0.003,0.004966667
SPLUS-s33s30,SPLUS-s33s30,SPLUS-s33s30,SPLUS-s33s30,Calibration_iDR5_3_Main,0.0044,0.0055,0.0013,0.0037333332
SPLUS-s33s31,SPLUS-s33s31,SPLUS-s33s31,SPLUS-s33s31,Calibration_iDR5_3_Main,0.0042,0.0032,0.0012,0.0028666665
SPLUS-s33s32,SPLUS-s33s32,SPLUS-s33s32,SPLUS-s33s32,Calibration_iDR5_3_Main,0.0067,0.0046,0.0023,0.0045333332
SPLUS-s33s33,SPLUS-s33s33,SPLUS-s33s33,SPLUS-s33s33,Calibration_iDR5_3_Main,0.0054,0.0052,0.0033,0.0046333335
SPLUS-s33s34,SPLUS-s33s34,SPLUS-s33s34,SPLUS-s33s34,Calibration_iDR5_3_Main,0.0046,0.005,9.0E-4,0.0035000003
SPLUS-s33s35,SPLUS-s33s35,SPLUS-s33s35,SPLUS-s33s35,Calibration_iDR5_3_Main,0.0046,0.0048,0.0019,0.003766667
SPLUS-s33s36,SPLUS-s33s36,SPLUS-s33s36,SPLUS-s33s36,Calibration_iDR5_3_Main,0.0064,0.0049,0.0016,0.0042999997
SPLUS-s33s37,SPLUS-s33s37,SPLUS-s33s37,SPLUS-s33s37,Calibration_iDR5_3_Main,0.0082,0.0067,0.0025,0.0058
SPLUS-s33s38,SPLUS-s33s38,SPLUS-s33s38,SPLUS-s33s38,Calibration_iDR5_3_Main,0.0087,0.0067,0.0026,0.0059999996
SPLUS-s33s39,SPLUS-s33s39,SPLUS-s33s39,SPLUS-s33s39,Calibration_iDR5_3_Main,0.0057,0.0021,0.002,0.0032666668
SPLUS-s33s40,SPLUS-s33s40,SPLUS-s33s40,SPLUS-s33s40,Calibration_iDR5_3_Main,0.0048,0.0051,0.0027,0.0042
SPLUS-s33s41,SPLUS-s33s41,SPLUS-s33s41,SPLUS-s33s41,Calibration_iDR5_3_Main,0.0042,0.0046,0.0027,0.0038333333
SPLUS-s33s42,SPLUS-s33s42,SPLUS-s33s42,SPLUS-s33s42,Calibration_iDR5_3_Main,0.004,0.0048,0.0032,0.004
SPLUS-s33s43,SPLUS-s33s43,SPLUS-s33s43,SPLUS-s33s43,Calibration_iDR5_3_Main,0.0038,0.0031,0.0017,0.0028666668
SPLUS-s33s44,SPLUS-s33s44,SPLUS-s33s44,SPLUS-s33s44,Calibration_iDR5_3_Main,0.0058,0.0043,0.0015,0.0038666667
SPLUS-s33s45,SPLUS-s33s45,SPLUS-s33s45,SPLUS-s33s45,Calibration_iDR5_3_Main,0.0065,0.0046,0.002,0.0043666665
SPLUS-s33s48,SPLUS-s33s48,SPLUS-s33s48,SPLUS-s33s48,Calibration_iDR5_3_Main,0.0033,0.0011,6.0E-4,0.0016666666
