PID,NAME,RA_d,DEC_d
SPLUS-s,SPLUS-s46s40,341.6062,-59.5279
STRIPE82,STRIPE82_0001,0.00,-0.70
STRIPE82,STRIPE82_0002,0.00,0.70
STRIPE82,STRIPE82_0003,1.42,-0.70
STRIPE82,STRIPE82_0004,1.42,0.70
STRIPE82,STRIPE82_0005,2.83,-0.70
STRIPE82,STRIPE82_0006,2.83,0.70
STRIPE82,STRIPE82_0007,4.25,-0.70
STRIPE82,STRIPE82_0008,4.25,0.70
STRIPE82,STRIPE82_0009,5.67,-0.70
STRIPE82,STRIPE82_0010,5.67,0.70
STRIPE82,STRIPE82_0011,7.09,-0.70
STRIPE82,STRIPE82_0012,7.09,0.70
STRIPE82,STRIPE82_0013,8.50,-0.70
STRIPE82,STRIPE82_0014,8.50,0.70
STRIPE82,STRIPE82_0015,9.92,-0.70
STRIPE82,STRIPE82_0016,9.92,0.70
STRIPE82,STRIPE82_0017,11.34,-0.70
STRIPE82,STRIPE82_0018,11.34,0.70
STRIPE82,STRIPE82_0019,12.75,-0.70
STRIPE82,STRIPE82_0020,12.75,0.70
STRIPE82,STRIPE82_0021,14.18,-0.70
STRIPE82,STRIPE82_0022,14.18,0.70
STRIPE82,STRIPE82_0023,15.59,-0.70
STRIPE82,STRIPE82_0024,15.59,0.70
STRIPE82,STRIPE82_0025,17.01,-0.70
STRIPE82,STRIPE82_0026,17.01,0.70
STRIPE82,STRIPE82_0027,18.43,-0.70
STRIPE82,STRIPE82_0028,18.43,0.70
STRIPE82,STRIPE82_0029,19.84,-0.70
STRIPE82,STRIPE82_0030,19.84,0.70
STRIPE82,STRIPE82_0031,21.26,-0.70
STRIPE82,STRIPE82_0032,21.26,0.70
STRIPE82,STRIPE82_0033,22.68,-0.70
STRIPE82,STRIPE82_0034,22.68,0.70
STRIPE82,STRIPE82_0035,24.10,-0.70
STRIPE82,STRIPE82_0036,24.10,0.70
STRIPE82,STRIPE82_0037,25.51,-0.70
STRIPE82,STRIPE82_0038,25.51,0.70
STRIPE82,STRIPE82_0039,26.93,-0.70
STRIPE82,STRIPE82_0040,26.93,0.70
STRIPE82,STRIPE82_0041,28.35,-0.70
STRIPE82,STRIPE82_0042,28.35,0.70
STRIPE82,STRIPE82_0043,29.76,-0.70
STRIPE82,STRIPE82_0044,29.76,0.70
STRIPE82,STRIPE82_0045,31.18,-0.70
STRIPE82,STRIPE82_0046,31.18,0.70
STRIPE82,STRIPE82_0047,32.60,-0.70
STRIPE82,STRIPE82_0048,32.60,0.70
STRIPE82,STRIPE82_0049,34.02,-0.70
STRIPE82,STRIPE82_0050,34.02,0.70
STRIPE82,STRIPE82_0051,35.43,-0.70
STRIPE82,STRIPE82_0052,35.43,0.70
STRIPE82,STRIPE82_0053,36.85,-0.70
STRIPE82,STRIPE82_0054,36.85,0.70
STRIPE82,STRIPE82_0055,38.27,-0.70
STRIPE82,STRIPE82_0056,38.27,0.70
STRIPE82,STRIPE82_0057,39.68,-0.70
STRIPE82,STRIPE82_0058,39.68,0.70
STRIPE82,STRIPE82_0059,41.10,-0.70
STRIPE82,STRIPE82_0060,41.10,0.70
STRIPE82,STRIPE82_0061,42.52,-0.70
STRIPE82,STRIPE82_0062,42.52,0.70
STRIPE82,STRIPE82_0063,43.94,-0.70
STRIPE82,STRIPE82_0064,43.94,0.70
STRIPE82,STRIPE82_0065,45.35,-0.70
STRIPE82,STRIPE82_0066,45.35,0.70
STRIPE82,STRIPE82_0067,46.77,-0.70
STRIPE82,STRIPE82_0068,46.77,0.70
STRIPE82,STRIPE82_0069,48.19,-0.70
STRIPE82,STRIPE82_0070,48.19,0.70
STRIPE82,STRIPE82_0071,49.61,-0.70
STRIPE82,STRIPE82_0072,49.61,0.70
STRIPE82,STRIPE82_0073,51.03,-0.70
STRIPE82,STRIPE82_0074,51.03,0.70
STRIPE82,STRIPE82_0075,52.44,-0.70
STRIPE82,STRIPE82_0076,52.44,0.70
STRIPE82,STRIPE82_0077,53.86,-0.70
STRIPE82,STRIPE82_0078,53.86,0.70
STRIPE82,STRIPE82_0079,55.28,-0.70
STRIPE82,STRIPE82_0080,55.28,0.70
STRIPE82,STRIPE82_0081,56.69,-0.70
STRIPE82,STRIPE82_0082,56.69,0.70
STRIPE82,STRIPE82_0083,58.11,-0.70
STRIPE82,STRIPE82_0084,58.11,0.70
STRIPE82,STRIPE82_0085,59.53,-0.70
STRIPE82,STRIPE82_0086,59.53,0.70
STRIPE82,STRIPE82_0087,300.47,-0.70
STRIPE82,STRIPE82_0088,300.47,0.70
STRIPE82,STRIPE82_0089,301.89,-0.70
STRIPE82,STRIPE82_0090,301.89,0.70
STRIPE82,STRIPE82_0091,303.31,-0.70
STRIPE82,STRIPE82_0092,303.31,0.70
STRIPE82,STRIPE82_0093,304.73,-0.70
STRIPE82,STRIPE82_0094,304.73,0.70
STRIPE82,STRIPE82_0095,306.14,-0.70
STRIPE82,STRIPE82_0096,306.14,0.70
STRIPE82,STRIPE82_0097,307.56,-0.70
STRIPE82,STRIPE82_0098,307.56,0.70
STRIPE82,STRIPE82_0099,308.98,-0.70
STRIPE82,STRIPE82_0100,308.98,0.70
STRIPE82,STRIPE82_0101,310.39,-0.70
STRIPE82,STRIPE82_0102,310.39,0.70
STRIPE82,STRIPE82_0103,311.81,-0.70
STRIPE82,STRIPE82_0104,311.81,0.70
STRIPE82,STRIPE82_0105,313.23,-0.70
STRIPE82,STRIPE82_0106,313.23,0.70
STRIPE82,STRIPE82_0107,314.65,-0.70
STRIPE82,STRIPE82_0108,314.65,0.70
STRIPE82,STRIPE82_0109,316.06,-0.70
STRIPE82,STRIPE82_0110,316.06,0.70
STRIPE82,STRIPE82_0111,317.48,-0.70
STRIPE82,STRIPE82_0112,317.48,0.70
STRIPE82,STRIPE82_0113,318.90,-0.70
STRIPE82,STRIPE82_0114,318.90,0.70
STRIPE82,STRIPE82_0115,320.32,-0.70
STRIPE82,STRIPE82_0116,320.32,0.70
STRIPE82,STRIPE82_0117,321.73,-0.70
STRIPE82,STRIPE82_0118,321.73,0.70
STRIPE82,STRIPE82_0119,323.15,-0.70
STRIPE82,STRIPE82_0120,323.15,0.70
STRIPE82,STRIPE82_0121,324.57,-0.70
STRIPE82,STRIPE82_0122,324.57,0.70
STRIPE82,STRIPE82_0123,325.98,-0.70
STRIPE82,STRIPE82_0124,325.98,0.70
STRIPE82,STRIPE82_0125,327.40,-0.70
STRIPE82,STRIPE82_0126,327.40,0.70
STRIPE82,STRIPE82_0127,328.82,-0.70
STRIPE82,STRIPE82_0128,328.82,0.70
STRIPE82,STRIPE82_0129,330.24,-0.70
STRIPE82,STRIPE82_0130,330.24,0.70
STRIPE82,STRIPE82_0131,331.65,-0.70
STRIPE82,STRIPE82_0132,331.65,0.70
STRIPE82,STRIPE82_0133,333.07,-0.70
STRIPE82,STRIPE82_0134,333.07,0.70
STRIPE82,STRIPE82_0135,334.49,-0.70
STRIPE82,STRIPE82_0136,334.49,0.70
STRIPE82,STRIPE82_0137,335.90,-0.70
STRIPE82,STRIPE82_0138,335.90,0.70
STRIPE82,STRIPE82_0139,337.32,-0.70
STRIPE82,STRIPE82_0140,337.32,0.70
STRIPE82,STRIPE82_0141,338.74,-0.70
STRIPE82,STRIPE82_0142,338.74,0.70
STRIPE82,STRIPE82_0143,340.16,-0.70
STRIPE82,STRIPE82_0144,340.16,0.70
STRIPE82,STRIPE82_0145,341.58,-0.70
STRIPE82,STRIPE82_0146,341.58,0.70
STRIPE82,STRIPE82_0147,342.99,-0.70
STRIPE82,STRIPE82_0148,342.99,0.70
STRIPE82,STRIPE82_0149,344.41,-0.70
STRIPE82,STRIPE82_0150,344.41,0.70
STRIPE82,STRIPE82_0151,345.83,-0.70
STRIPE82,STRIPE82_0152,345.83,0.70
STRIPE82,STRIPE82_0153,347.25,-0.70
STRIPE82,STRIPE82_0154,347.25,0.70
STRIPE82,STRIPE82_0155,348.66,-0.70
STRIPE82,STRIPE82_0156,348.66,0.70
STRIPE82,STRIPE82_0157,350.08,-0.70
STRIPE82,STRIPE82_0158,350.08,0.70
STRIPE82,STRIPE82_0159,351.50,-0.70
STRIPE82,STRIPE82_0160,351.50,0.70
STRIPE82,STRIPE82_0161,352.91,-0.70
STRIPE82,STRIPE82_0162,352.91,0.70
STRIPE82,STRIPE82_0163,354.33,-0.70
STRIPE82,STRIPE82_0164,354.33,0.70
STRIPE82,STRIPE82_0165,355.75,-0.70
STRIPE82,STRIPE82_0166,355.75,0.70
STRIPE82,STRIPE82_0167,357.17,-0.70
STRIPE82,STRIPE82_0168,357.17,0.70
STRIPE82,STRIPE82_0169,358.58,-0.70
STRIPE82,STRIPE82_0170,358.58,0.70
