PID,NAME,RA_d,DEC_d
SPLUS-n,SPLUS-n07s22,179.3160,-8.1350
SPLUS-n,SPLUS-n07s38,201.2171,-8.1350
SPLUS-n,SPLUS-n07s39,202.5859,-8.1350
SPLUS-n,SPLUS-n07s40,203.9547,-8.1350
SPLUS-n,SPLUS-n07s41,205.3236,-8.1350
SPLUS-n,SPLUS-n07s42,206.6924,-8.1350
SPLUS-n,SPLUS-n07s43,208.0612,-8.1350
SPLUS-n,SPLUS-n07s44,209.4300,-8.1350
SPLUS-n,SPLUS-n07s48,214.9045,-8.1350
SPLUS-n,SPLUS-n07s51,219.0129,-8.1350
SPLUS-n,SPLUS-n07s52,220.3795,-8.1350
SPLUS-n,SPLUS-n07s53,221.7503,-8.1350
SPLUS-n,SPLUS-n07s54,223.1170,-8.1350
SPLUS-n,SPLUS-n07s55,224.4879,-8.1350
SPLUS-n,SPLUS-n08s01,151.1454,-9.4860
SPLUS-n,SPLUS-n08s02,152.5195,-9.4860
SPLUS-n,SPLUS-n08s03,153.8935,-9.4860
SPLUS-n,SPLUS-n08s04,155.2675,-9.4860
SPLUS-n,SPLUS-n08s05,156.6416,-9.4860
SPLUS-n,SPLUS-n08s06,158.0156,-9.4860
SPLUS-n,SPLUS-n08s07,159.3897,-9.4860
SPLUS-n,SPLUS-n08s08,160.7637,-9.4860
SPLUS-n,SPLUS-n08s09,162.1378,-9.4860
SPLUS-n,SPLUS-n08s10,163.5118,-9.4860
SPLUS-n,SPLUS-n08s11,164.8858,-9.4860
SPLUS-n,SPLUS-n08s12,166.2599,-9.4860
SPLUS-n,SPLUS-n08s13,167.6339,-9.4860
SPLUS-n,SPLUS-n08s14,169.0080,-9.4860
SPLUS-n,SPLUS-n08s15,170.3821,-9.4860
SPLUS-n,SPLUS-n08s16,171.7561,-9.4860
SPLUS-n,SPLUS-n08s17,173.1301,-9.4860
SPLUS-n,SPLUS-n08s18,174.5041,-9.4860
SPLUS-n,SPLUS-n08s19,175.8782,-9.4860
SPLUS-n,SPLUS-n08s37,200.6110,-9.4860
SPLUS-n,SPLUS-n08s38,201.9851,-9.4860
SPLUS-n,SPLUS-n08s39,203.3592,-9.4860
SPLUS-n,SPLUS-n08s40,204.7332,-9.4860
SPLUS-n,SPLUS-n08s41,206.1072,-9.4860
SPLUS-n,SPLUS-n08s42,207.4813,-9.4860
SPLUS-n,SPLUS-n08s43,208.8554,-9.4860
SPLUS-n,SPLUS-n08s46,212.9795,-9.4861
SPLUS-n,SPLUS-n08s48,215.7254,-9.4861
SPLUS-n,SPLUS-n08s49,217.1004,-9.4861
SPLUS-n,SPLUS-n08s51,219.8462,-9.4861
SPLUS-n,SPLUS-n08s52,221.2212,-9.4861
SPLUS-n,SPLUS-n08s53,222.5962,-9.4861
SPLUS-n,SPLUS-n08s54,223.9712,-9.4861
SPLUS-n,SPLUS-n09s01,150.3452,-10.8355
SPLUS-n,SPLUS-n09s02,151.7245,-10.8355
SPLUS-n,SPLUS-n09s03,153.1038,-10.8356
SPLUS-n,SPLUS-n09s04,154.4831,-10.8356
SPLUS-n,SPLUS-n09s05,155.8625,-10.8355
SPLUS-n,SPLUS-n09s06,157.2418,-10.8355
SPLUS-n,SPLUS-n09s07,158.6210,-10.8355
SPLUS-n,SPLUS-n09s08,160.0003,-10.8355
SPLUS-n,SPLUS-n09s09,161.3797,-10.8355
SPLUS-n,SPLUS-n09s10,162.7590,-10.8355
SPLUS-n,SPLUS-n09s11,164.1383,-10.8355
SPLUS-n,SPLUS-n09s12,165.5176,-10.8356
SPLUS-n,SPLUS-n09s13,166.8969,-10.8355
SPLUS-n,SPLUS-n09s14,168.2762,-10.8355
SPLUS-n,SPLUS-n09s15,169.6555,-10.8355
SPLUS-n,SPLUS-n09s16,171.0349,-10.8355
SPLUS-n,SPLUS-n09s17,172.4141,-10.8355
SPLUS-n,SPLUS-n09s18,173.7935,-10.8355
SPLUS-n,SPLUS-n09s19,175.1728,-10.8355
SPLUS-n,SPLUS-n09s20,176.5521,-10.8355
SPLUS-n,SPLUS-n09s21,177.9314,-10.8355
SPLUS-n,SPLUS-n09s22,179.3107,-10.8355
SPLUS-n,SPLUS-n09s23,180.6900,-10.8355
SPLUS-n,SPLUS-n09s24,182.0694,-10.8355
SPLUS-n,SPLUS-n09s25,183.4486,-10.8355
SPLUS-n,SPLUS-n09s26,184.8279,-10.8355
SPLUS-n,SPLUS-n09s27,186.2072,-10.8355
SPLUS-n,SPLUS-n09s28,187.5866,-10.8355
SPLUS-n,SPLUS-n09s29,188.9659,-10.8355
SPLUS-n,SPLUS-n09s30,190.3452,-10.8355
SPLUS-n,SPLUS-n09s31,191.7245,-10.8355
SPLUS-n,SPLUS-n09s32,193.1038,-10.8356
SPLUS-n,SPLUS-n09s34,195.8624,-10.8355
SPLUS-n,SPLUS-n09s35,197.2417,-10.8355
SPLUS-n,SPLUS-n09s36,198.6211,-10.8355
SPLUS-n,SPLUS-n09s37,200.0004,-10.8355
SPLUS-n,SPLUS-n09s38,201.3797,-10.8355
SPLUS-n,SPLUS-n09s39,202.7590,-10.8355
SPLUS-n,SPLUS-n09s40,204.1383,-10.8355
SPLUS-n,SPLUS-n09s41,205.5176,-10.8355
SPLUS-n,SPLUS-n09s42,206.8969,-10.8353
SPLUS-n,SPLUS-n09s43,208.2762,-10.8355
SPLUS-n,SPLUS-n09s44,209.6555,-10.8355
SPLUS-n,SPLUS-n09s51,219.3087,-10.8356
SPLUS-n,SPLUS-n09s52,220.6920,-10.8356
SPLUS-n,SPLUS-n09s53,222.0712,-10.8355
SPLUS-n,SPLUS-n09s54,223.4504,-10.8356
SPLUS-n,SPLUS-n09s55,224.8296,-10.8356
SPLUS-n,SPLUS-n10s01,150.9234,-12.1837
SPLUS-n,SPLUS-n10s02,152.3080,-12.1837
SPLUS-n,SPLUS-n10s03,153.6926,-12.1837
SPLUS-n,SPLUS-n10s04,155.0773,-12.1837
SPLUS-n,SPLUS-n10s05,156.4620,-12.1837
SPLUS-n,SPLUS-n10s06,157.8466,-12.1837
SPLUS-n,SPLUS-n10s07,159.2311,-12.1837
SPLUS-n,SPLUS-n10s08,160.6157,-12.1837
SPLUS-n,SPLUS-n10s09,162.0003,-12.1837
SPLUS-n,SPLUS-n10s10,163.3850,-12.1837
SPLUS-n,SPLUS-n10s11,164.7696,-12.1837
SPLUS-n,SPLUS-n10s12,166.1542,-12.1837
SPLUS-n,SPLUS-n10s13,167.5388,-12.1837
SPLUS-n,SPLUS-n10s14,168.9235,-12.1837
SPLUS-n,SPLUS-n10s15,170.3080,-12.1837
SPLUS-n,SPLUS-n10s16,171.6927,-12.1837
SPLUS-n,SPLUS-n10s17,173.0773,-12.1837
SPLUS-n,SPLUS-n10s18,174.4619,-12.1837
SPLUS-n,SPLUS-n10s19,175.8465,-12.1837
SPLUS-n,SPLUS-n10s20,177.2311,-12.1837
SPLUS-n,SPLUS-n10s21,178.6158,-12.1837
SPLUS-n,SPLUS-n10s22,180.0004,-12.1837
SPLUS-n,SPLUS-n10s23,181.3850,-12.1837
SPLUS-n,SPLUS-n10s24,182.7696,-12.1837
SPLUS-n,SPLUS-n10s25,184.1542,-12.1837
SPLUS-n,SPLUS-n10s26,185.5389,-12.1837
SPLUS-n,SPLUS-n10s27,186.9234,-12.1837
SPLUS-n,SPLUS-n10s28,188.3081,-12.1837
SPLUS-n,SPLUS-n10s29,189.6927,-12.1837
SPLUS-n,SPLUS-n10s30,191.0773,-12.1837
SPLUS-n,SPLUS-n10s31,192.4619,-12.1837
SPLUS-n,SPLUS-n10s32,193.8465,-12.1837
SPLUS-n,SPLUS-n10s33,195.2311,-12.1837
SPLUS-n,SPLUS-n10s34,196.6158,-12.1837
SPLUS-n,SPLUS-n10s35,198.0004,-12.1837
SPLUS-n,SPLUS-n10s36,199.3850,-12.1837
SPLUS-n,SPLUS-n10s37,200.7696,-12.1837
SPLUS-n,SPLUS-n10s38,202.1542,-12.1837
SPLUS-n,SPLUS-n10s39,203.5388,-12.1837
SPLUS-n,SPLUS-n10s40,204.9234,-12.1837
SPLUS-n,SPLUS-n10s41,206.3080,-12.1837
SPLUS-n,SPLUS-n10s42,207.6927,-12.1837
SPLUS-n,SPLUS-n10s43,209.0773,-12.1837
SPLUS-n,SPLUS-n10s44,210.4629,-12.1836
SPLUS-n,SPLUS-n10s45,211.8462,-12.1836
SPLUS-n,SPLUS-n10s46,213.2295,-12.1836
SPLUS-n,SPLUS-n10s47,214.6171,-12.1836
SPLUS-n,SPLUS-n10s48,216.0004,-12.1836
SPLUS-n,SPLUS-n10s49,217.3837,-12.1836
SPLUS-n,SPLUS-n10s50,218.7712,-12.1836
SPLUS-n,SPLUS-n10s51,220.1545,-12.1836
SPLUS-n,SPLUS-n10s52,221.5378,-12.1836
SPLUS-n,SPLUS-n10s53,222.9253,-12.1836
SPLUS-n,SPLUS-n10s54,224.3086,-12.1836
SPLUS-n,SPLUS-n11s01,150.1162,-13.5305
SPLUS-n,SPLUS-n11s02,151.5061,-13.5305
SPLUS-n,SPLUS-n11s03,152.8961,-13.5304
SPLUS-n,SPLUS-n11s04,154.2861,-13.5305
SPLUS-n,SPLUS-n11s05,155.6761,-13.5304
SPLUS-n,SPLUS-n11s06,157.0660,-13.5305
SPLUS-n,SPLUS-n11s07,158.4559,-13.5305
SPLUS-n,SPLUS-n11s08,159.8459,-13.5305
SPLUS-n,SPLUS-n11s09,161.2359,-13.5305
SPLUS-n,SPLUS-n11s10,162.6259,-13.5304
SPLUS-n,SPLUS-n11s11,164.0158,-13.5304
SPLUS-n,SPLUS-n11s12,165.4057,-13.5304
SPLUS-n,SPLUS-n11s13,166.7957,-13.5305
SPLUS-n,SPLUS-n11s14,168.1857,-13.5304
SPLUS-n,SPLUS-n11s15,169.5757,-13.5305
SPLUS-n,SPLUS-n11s16,170.9656,-13.5304
SPLUS-n,SPLUS-n11s17,172.3556,-13.5304
SPLUS-n,SPLUS-n11s18,173.7455,-13.5304
SPLUS-n,SPLUS-n11s19,175.1355,-13.5304
SPLUS-n,SPLUS-n11s20,176.5255,-13.5305
SPLUS-n,SPLUS-n11s21,177.9154,-13.5304
SPLUS-n,SPLUS-n11s22,179.3054,-13.5305
SPLUS-n,SPLUS-n11s23,180.6954,-13.5304
SPLUS-n,SPLUS-n11s24,182.0853,-13.5304
SPLUS-n,SPLUS-n11s25,183.4752,-13.5304
SPLUS-n,SPLUS-n11s26,184.8652,-13.5305
SPLUS-n,SPLUS-n11s27,186.2552,-13.5305
SPLUS-n,SPLUS-n11s28,187.6452,-13.5304
SPLUS-n,SPLUS-n11s29,189.0351,-13.5305
SPLUS-n,SPLUS-n11s30,190.4250,-13.5304
SPLUS-n,SPLUS-n11s31,191.8150,-13.5305
SPLUS-n,SPLUS-n11s32,193.2050,-13.5305
SPLUS-n,SPLUS-n11s33,194.5949,-13.5304
SPLUS-n,SPLUS-n11s34,195.9849,-13.5305
SPLUS-n,SPLUS-n11s35,197.3749,-13.5304
SPLUS-n,SPLUS-n11s36,198.7648,-13.5304
SPLUS-n,SPLUS-n11s37,200.1548,-13.5305
SPLUS-n,SPLUS-n11s38,201.5448,-13.5305
SPLUS-n,SPLUS-n11s39,202.9347,-13.5306
SPLUS-n,SPLUS-n11s40,204.3247,-13.5305
SPLUS-n,SPLUS-n11s41,205.7146,-13.5305
SPLUS-n,SPLUS-n11s42,207.1047,-13.5304
SPLUS-n,SPLUS-n11s43,208.4946,-13.5304
SPLUS-n,SPLUS-n11s44,209.8845,-13.5304
SPLUS-n,SPLUS-n11s45,211.2754,-13.5305
SPLUS-n,SPLUS-n11s46,212.6629,-13.5306
SPLUS-n,SPLUS-n11s47,214.0545,-13.5305
SPLUS-n,SPLUS-n11s48,215.4462,-13.5306
SPLUS-n,SPLUS-n11s49,216.8337,-13.5306
SPLUS-n,SPLUS-n11s50,218.2254,-13.5308
SPLUS-n,SPLUS-n11s51,219.6129,-13.5306
SPLUS-n,SPLUS-n11s52,221.0045,-13.5306
SPLUS-n,SPLUS-n11s53,222.3962,-13.5306
SPLUS-n,SPLUS-n11s54,223.7837,-13.5306
SPLUS-n,SPLUS-n11s55,225.1753,-13.5306
SPLUS-n,SPLUS-n12s01,151.2844,-14.8758
SPLUS-n,SPLUS-n12s02,152.6852,-14.8758
SPLUS-n,SPLUS-n12s03,154.0859,-14.8758
SPLUS-n,SPLUS-n12s04,155.4868,-14.8758
SPLUS-n,SPLUS-n12s05,156.8876,-14.8758
SPLUS-n,SPLUS-n12s06,158.2883,-14.8758
SPLUS-n,SPLUS-n12s07,159.6891,-14.8758
SPLUS-n,SPLUS-n12s08,161.0898,-14.8758
SPLUS-n,SPLUS-n12s09,162.4906,-14.8758
SPLUS-n,SPLUS-n12s10,163.8914,-14.8758
SPLUS-n,SPLUS-n12s11,165.2922,-14.8758
SPLUS-n,SPLUS-n12s12,166.6930,-14.8758
SPLUS-n,SPLUS-n12s13,168.0937,-14.8758
SPLUS-n,SPLUS-n12s14,169.4945,-14.8758
SPLUS-n,SPLUS-n12s15,170.8953,-14.8758
SPLUS-n,SPLUS-n12s16,172.2961,-14.8758
SPLUS-n,SPLUS-n12s17,173.6969,-14.8758
SPLUS-n,SPLUS-n12s18,175.0976,-14.8758
SPLUS-n,SPLUS-n12s19,176.4984,-14.8758
SPLUS-n,SPLUS-n12s20,177.8992,-14.8758
SPLUS-n,SPLUS-n12s21,179.3000,-14.8758
SPLUS-n,SPLUS-n12s22,180.7008,-14.8758
SPLUS-n,SPLUS-n12s23,182.1016,-14.8758
SPLUS-n,SPLUS-n12s24,183.5023,-14.8758
SPLUS-n,SPLUS-n12s25,184.9030,-14.8758
SPLUS-n,SPLUS-n12s26,186.3039,-14.8758
SPLUS-n,SPLUS-n12s27,187.7047,-14.8758
SPLUS-n,SPLUS-n12s28,189.1054,-14.8758
SPLUS-n,SPLUS-n12s29,190.5062,-14.8758
SPLUS-n,SPLUS-n12s30,191.9069,-14.8758
SPLUS-n,SPLUS-n12s31,193.3078,-14.8758
SPLUS-n,SPLUS-n12s32,194.7085,-14.8758
SPLUS-n,SPLUS-n12s33,196.1094,-14.8758
SPLUS-n,SPLUS-n12s34,197.5101,-14.8758
SPLUS-n,SPLUS-n12s35,198.9109,-14.8758
SPLUS-n,SPLUS-n12s36,200.3117,-14.8758
SPLUS-n,SPLUS-n12s37,201.7124,-14.8759
SPLUS-n,SPLUS-n12s38,203.1132,-14.8758
SPLUS-n,SPLUS-n12s39,204.5139,-14.8758
SPLUS-n,SPLUS-n12s40,205.9148,-14.8758
SPLUS-n,SPLUS-n12s41,207.3155,-14.8758
SPLUS-n,SPLUS-n12s42,208.7163,-14.8758
SPLUS-n,SPLUS-n12s43,210.1170,-14.8758
SPLUS-n,SPLUS-n12s44,211.5171,-14.8758
SPLUS-n,SPLUS-n12s45,212.9170,-14.8758
SPLUS-n,SPLUS-n12s46,214.3212,-14.8758
SPLUS-n,SPLUS-n12s47,215.7212,-14.8758
SPLUS-n,SPLUS-n12s48,217.1212,-14.8758
SPLUS-n,SPLUS-n12s49,218.5212,-14.8758
SPLUS-n,SPLUS-n12s50,219.9212,-14.8758
SPLUS-n,SPLUS-n12s51,221.3254,-14.8758
SPLUS-n,SPLUS-n12s52,222.7254,-14.8758
SPLUS-n,SPLUS-n12s53,224.1254,-14.8758
SPLUS-n,SPLUS-n13s01,150.4691,-16.2197
SPLUS-n,SPLUS-n13s02,151.8754,-16.2197
SPLUS-n,SPLUS-n13s03,153.2816,-16.2197
SPLUS-n,SPLUS-n13s04,154.6879,-16.2197
SPLUS-n,SPLUS-n13s05,156.0941,-16.2197
SPLUS-n,SPLUS-n13s06,157.5004,-16.2197
SPLUS-n,SPLUS-n13s07,158.9067,-16.2197
SPLUS-n,SPLUS-n13s08,160.3128,-16.2197
SPLUS-n,SPLUS-n13s09,161.7191,-16.2197
SPLUS-n,SPLUS-n13s10,163.1254,-16.2197
SPLUS-n,SPLUS-n13s11,164.5316,-16.2197
SPLUS-n,SPLUS-n13s12,165.9378,-16.2197
SPLUS-n,SPLUS-n13s13,167.3441,-16.2197
SPLUS-n,SPLUS-n13s14,168.7503,-16.2197
SPLUS-n,SPLUS-n13s15,170.1566,-16.2197
SPLUS-n,SPLUS-n13s16,171.5628,-16.2197
SPLUS-n,SPLUS-n13s17,172.9691,-16.2197
SPLUS-n,SPLUS-n13s18,174.3754,-16.2197
SPLUS-n,SPLUS-n13s19,175.7816,-16.2197
SPLUS-n,SPLUS-n13s20,177.1879,-16.2197
SPLUS-n,SPLUS-n13s21,178.5941,-16.2197
SPLUS-n,SPLUS-n13s22,180.0004,-16.2197
SPLUS-n,SPLUS-n13s23,181.4088,-16.2197
SPLUS-n,SPLUS-n13s24,182.8129,-16.2197
SPLUS-n,SPLUS-n13s25,184.2212,-16.2198
SPLUS-n,SPLUS-n13s26,185.6254,-16.2197
SPLUS-n,SPLUS-n13s27,187.0337,-16.2197
SPLUS-n,SPLUS-n13s28,188.4379,-16.2197
SPLUS-n,SPLUS-n13s29,189.8462,-16.2197
SPLUS-n,SPLUS-n13s30,191.2504,-16.2197
SPLUS-n,SPLUS-n13s31,192.6587,-16.2197
SPLUS-n,SPLUS-n13s32,194.0628,-16.2197
SPLUS-n,SPLUS-n13s33,195.4712,-16.2197
SPLUS-n,SPLUS-n13s34,196.8753,-16.2197
SPLUS-n,SPLUS-n13s35,198.2837,-16.2197
SPLUS-n,SPLUS-n13s36,199.6879,-16.2197
SPLUS-n,SPLUS-n13s37,201.0962,-16.2197
SPLUS-n,SPLUS-n13s38,202.5004,-16.2197
SPLUS-n,SPLUS-n13s39,203.9087,-16.2197
SPLUS-n,SPLUS-n13s40,205.3129,-16.2197
SPLUS-n,SPLUS-n13s41,206.7212,-16.2197
SPLUS-n,SPLUS-n13s42,208.1254,-16.2197
SPLUS-n,SPLUS-n13s43,209.5337,-16.2197
SPLUS-n,SPLUS-n13s45,210.9379,-16.2197
SPLUS-n,SPLUS-n13s46,212.3462,-16.2197
SPLUS-n,SPLUS-n13s47,213.7504,-16.2197
SPLUS-n,SPLUS-n13s48,215.1587,-16.2197
SPLUS-n,SPLUS-n13s49,216.5628,-16.2197
SPLUS-n,SPLUS-n13s50,217.9712,-16.2197
SPLUS-n,SPLUS-n13s51,219.3753,-16.2197
SPLUS-n,SPLUS-n13s52,220.7837,-16.2197
SPLUS-n,SPLUS-n13s53,222.1879,-16.2197
SPLUS-n,SPLUS-n13s54,223.5963,-16.2197
SPLUS-n,SPLUS-n13s55,225.0003,-16.2197
SPLUS-n,SPLUS-n14s01,150.2366,-17.5622
SPLUS-n,SPLUS-n14s02,151.6539,-17.5622
SPLUS-n,SPLUS-n14s03,153.0713,-17.5622
SPLUS-n,SPLUS-n14s04,154.4885,-17.5622
SPLUS-n,SPLUS-n14s05,155.9058,-17.5622
SPLUS-n,SPLUS-n14s06,157.3232,-17.5622
SPLUS-n,SPLUS-n14s07,158.7405,-17.5622
SPLUS-n,SPLUS-n14s08,160.1579,-17.5622
SPLUS-n,SPLUS-n14s09,161.5752,-17.5622
SPLUS-n,SPLUS-n14s10,162.9925,-17.5622
SPLUS-n,SPLUS-n14s11,164.4097,-17.5622
SPLUS-n,SPLUS-n14s12,165.8271,-17.5622
SPLUS-n,SPLUS-n14s13,167.2444,-17.5622
SPLUS-n,SPLUS-n14s14,168.6618,-17.5622
SPLUS-n,SPLUS-n14s15,170.0791,-17.5622
SPLUS-n,SPLUS-n14s16,171.4964,-17.5622
SPLUS-n,SPLUS-n14s17,172.9138,-17.5622
SPLUS-n,SPLUS-n14s18,174.3311,-17.5622
SPLUS-n,SPLUS-n14s19,175.7484,-17.5622
SPLUS-n,SPLUS-n14s20,177.1657,-17.5622
SPLUS-n,SPLUS-n14s21,178.5831,-17.5622
SPLUS-n,SPLUS-n14s22,180.0004,-17.5622
SPLUS-n,SPLUS-n14s23,181.4171,-17.5622
SPLUS-n,SPLUS-n14s24,182.8337,-17.5622
SPLUS-n,SPLUS-n14s25,184.2504,-17.5622
SPLUS-n,SPLUS-n14s26,185.6712,-17.5622
SPLUS-n,SPLUS-n14s27,187.0879,-17.5622
SPLUS-n,SPLUS-n14s28,188.5046,-17.5622
SPLUS-n,SPLUS-n14s29,189.9212,-17.5622
SPLUS-n,SPLUS-n14s30,191.3379,-17.5622
SPLUS-n,SPLUS-n14s31,192.7545,-17.5622
SPLUS-n,SPLUS-n14s32,194.1754,-17.5622
SPLUS-n,SPLUS-n14s33,195.5920,-17.5622
SPLUS-n,SPLUS-n14s34,197.0087,-17.5622
SPLUS-n,SPLUS-n14s35,198.4253,-17.5622
SPLUS-n,SPLUS-n14s36,199.8420,-17.5622
SPLUS-n,SPLUS-n14s37,201.2587,-17.5622
SPLUS-n,SPLUS-n14s38,202.6796,-17.5622
SPLUS-n,SPLUS-n14s39,204.0962,-17.5622
SPLUS-n,SPLUS-n14s40,205.5129,-17.5622
SPLUS-n,SPLUS-n14s41,206.9295,-17.5622
SPLUS-n,SPLUS-n14s42,208.3462,-17.5622
SPLUS-n,SPLUS-n14s43,209.7629,-17.5623
SPLUS-n,SPLUS-n14s44,211.1795,-17.5622
SPLUS-n,SPLUS-n14s45,212.6004,-17.5622
SPLUS-n,SPLUS-n14s46,214.0171,-17.5622
SPLUS-n,SPLUS-n14s47,215.4337,-17.5622
SPLUS-n,SPLUS-n14s48,216.8504,-17.5622
SPLUS-n,SPLUS-n14s49,218.2670,-17.5622
SPLUS-n,SPLUS-n14s50,219.6837,-17.5622
SPLUS-n,SPLUS-n14s51,221.1046,-17.5622
SPLUS-n,SPLUS-n14s52,222.5212,-17.5622
SPLUS-n,SPLUS-n14s53,223.9378,-17.5622
SPLUS-n,SPLUS-n15s01,150.0003,-18.9032
SPLUS-n,SPLUS-n15s02,151.4289,-18.9032
SPLUS-n,SPLUS-n15s03,152.8575,-18.9032
SPLUS-n,SPLUS-n15s04,154.2860,-18.9032
SPLUS-n,SPLUS-n15s05,155.7146,-18.9032
SPLUS-n,SPLUS-n15s06,157.1432,-18.9032
SPLUS-n,SPLUS-n15s07,158.5718,-18.9032
SPLUS-n,SPLUS-n15s08,160.0003,-18.9032
SPLUS-n,SPLUS-n15s09,161.4290,-18.9032
SPLUS-n,SPLUS-n15s10,162.8575,-18.9032
SPLUS-n,SPLUS-n15s11,164.2860,-18.9031
SPLUS-n,SPLUS-n15s12,165.7146,-18.9032
SPLUS-n,SPLUS-n15s13,167.1432,-18.9032
SPLUS-n,SPLUS-n15s14,168.5718,-18.9032
SPLUS-n,SPLUS-n15s15,170.0003,-18.9032
SPLUS-n,SPLUS-n15s16,171.4290,-18.9032
SPLUS-n,SPLUS-n15s17,172.8575,-18.9032
SPLUS-n,SPLUS-n15s18,174.2861,-18.9032
SPLUS-n,SPLUS-n15s19,175.7146,-18.9032
SPLUS-n,SPLUS-n15s20,177.1433,-18.9032
SPLUS-n,SPLUS-n15s21,178.5717,-18.9032
SPLUS-n,SPLUS-n15s22,180.0003,-18.9032
SPLUS-n,SPLUS-n15s23,181.4296,-18.9031
SPLUS-n,SPLUS-n15s24,182.8587,-18.9030
SPLUS-n,SPLUS-n15s25,184.2879,-18.9031
SPLUS-n,SPLUS-n15s26,185.7129,-18.9031
SPLUS-n,SPLUS-n15s27,187.1420,-18.9030
SPLUS-n,SPLUS-n15s28,188.5712,-18.9031
SPLUS-n,SPLUS-n15s29,190.0004,-18.9031
SPLUS-n,SPLUS-n15s30,191.4295,-18.9030
SPLUS-n,SPLUS-n15s31,192.8587,-18.9031
SPLUS-n,SPLUS-n15s32,194.2879,-18.9031
SPLUS-n,SPLUS-n15s33,195.7129,-18.9031
SPLUS-n,SPLUS-n15s34,197.1420,-18.9030
SPLUS-n,SPLUS-n15s35,198.5712,-18.9031
SPLUS-n,SPLUS-n15s36,200.0004,-18.9031
SPLUS-n,SPLUS-n15s37,201.4295,-18.9030
SPLUS-n,SPLUS-n15s38,202.8587,-18.9031
SPLUS-n,SPLUS-n15s39,204.2878,-18.9031
SPLUS-n,SPLUS-n15s40,205.7129,-18.9031
SPLUS-n,SPLUS-n15s41,207.1421,-18.9031
SPLUS-n,SPLUS-n15s42,208.5712,-18.9031
SPLUS-n,SPLUS-n15s43,210.0004,-18.9031
SPLUS-n,SPLUS-n15s44,211.4295,-18.9031
SPLUS-n,SPLUS-n15s45,212.8587,-18.9031
SPLUS-n,SPLUS-n15s46,214.2879,-18.9031
SPLUS-n,SPLUS-n15s47,215.7129,-18.9031
SPLUS-n,SPLUS-n15s48,217.1421,-18.9031
SPLUS-n,SPLUS-n15s49,218.5712,-18.9031
SPLUS-n,SPLUS-n15s50,220.0004,-18.9031
SPLUS-n,SPLUS-n15s51,221.4296,-18.9031
SPLUS-n,SPLUS-n15s52,222.8587,-18.9031
SPLUS-n,SPLUS-n15s53,224.2879,-18.9031
SPLUS-n,SPLUS-n16s01,151.2003,-20.2427
SPLUS-n,SPLUS-n16s02,152.6403,-20.2427
SPLUS-n,SPLUS-n16s03,154.0803,-20.2426
SPLUS-n,SPLUS-n16s04,155.5204,-20.2427
SPLUS-n,SPLUS-n16s05,156.9603,-20.2426
SPLUS-n,SPLUS-n16s06,158.4003,-20.2427
SPLUS-n,SPLUS-n16s07,159.8403,-20.2427
SPLUS-n,SPLUS-n16s08,161.2804,-20.2426
SPLUS-n,SPLUS-n16s09,162.7203,-20.2427
SPLUS-n,SPLUS-n16s10,164.1604,-20.2426
SPLUS-n,SPLUS-n16s11,165.6004,-20.2427
SPLUS-n,SPLUS-n16s12,167.0404,-20.2427
SPLUS-n,SPLUS-n16s13,168.4803,-20.2427
SPLUS-n,SPLUS-n16s14,169.9203,-20.2427
SPLUS-n,SPLUS-n16s15,171.3604,-20.2427
SPLUS-n,SPLUS-n16s16,172.8004,-20.2426
SPLUS-n,SPLUS-n16s17,174.2404,-20.2426
SPLUS-n,SPLUS-n16s18,175.6803,-20.2426
SPLUS-n,SPLUS-n16s19,177.1204,-20.2427
SPLUS-n,SPLUS-n16s20,178.5604,-20.2427
SPLUS-n,SPLUS-n16s21,180.0004,-20.2427
SPLUS-n,SPLUS-n16s22,181.4421,-20.2428
SPLUS-n,SPLUS-n16s23,182.8795,-20.2428
SPLUS-n,SPLUS-n16s24,184.3212,-20.2428
SPLUS-n,SPLUS-n16s25,185.7587,-20.2428
SPLUS-n,SPLUS-n16s26,187.2004,-20.2428
SPLUS-n,SPLUS-n16s27,188.6421,-20.2428
SPLUS-n,SPLUS-n16s28,190.0795,-20.2428
SPLUS-n,SPLUS-n16s29,191.5212,-20.2428
SPLUS-n,SPLUS-n16s30,192.9587,-20.2428
SPLUS-n,SPLUS-n16s31,194.4003,-20.2428
SPLUS-n,SPLUS-n16s32,195.8421,-20.2428
SPLUS-n,SPLUS-n16s33,197.2795,-20.2428
SPLUS-n,SPLUS-n16s34,198.7212,-20.2428
SPLUS-n,SPLUS-n16s35,200.1587,-20.2428
SPLUS-n,SPLUS-n16s36,201.6004,-20.2428
SPLUS-n,SPLUS-n16s37,203.0420,-20.2428
SPLUS-n,SPLUS-n16s38,204.4795,-20.2428
SPLUS-n,SPLUS-n16s39,205.9212,-20.2428
SPLUS-n,SPLUS-n16s40,207.3587,-20.2428
SPLUS-n,SPLUS-n16s41,208.8003,-20.2428
SPLUS-n,SPLUS-n16s42,210.2420,-20.2428
SPLUS-n,SPLUS-n16s43,211.6795,-20.2428
SPLUS-n,SPLUS-n16s44,213.1212,-20.2428
SPLUS-n,SPLUS-n16s45,214.5587,-20.2428
SPLUS-n,SPLUS-n16s46,216.0004,-20.2428
SPLUS-n,SPLUS-n16s47,217.4420,-20.2428
SPLUS-n,SPLUS-n16s48,218.8795,-20.2428
SPLUS-n,SPLUS-n16s49,220.3212,-20.2428
