iDR5_Field_Name,Field,NAME,PHOT,aper_corr_single_U,aper_corr_single_F378,aper_corr_single_F395,aper_corr_single_F410,aper_corr_single_F430,aper_corr_single_G,aper_corr_single_F515,aper_corr_single_R,aper_corr_single_F660,aper_corr_single_I,aper_corr_single_F861,aper_corr_single_Z
SPLUS-n09s14,SPLUS-n09s14,SPLUS-n09s14,single,-0.35696,-0.15496,-0.24114,-0.41428,-0.36716,-0.34799,-0.34046,-0.32281,-0.28878,-0.27547,-0.25938,-0.27817
SPLUS-n09s15,SPLUS-n09s15,SPLUS-n09s15,single,-0.17065,-0.12884,-0.19465,-0.39956,-0.37898,-0.43329,-0.36075,-0.31222,-0.33827,-0.28408,-0.31477,-0.28773
SPLUS-n09s16,SPLUS-n09s16,SPLUS-n09s16,single,-0.60828,-0.10408,-0.08219,-0.47197,-0.49465,-0.57136,-0.46836,-0.48053,-0.38507,-0.40859,-0.39585,-0.41198
SPLUS-n09s17,SPLUS-n09s17,SPLUS-n09s17,single,-0.37474,-0.39369,-0.34174,-0.35133,-0.33287,-0.29567,-0.27937,-0.24697,-0.25542,-0.2255,-0.23668,-0.25689
SPLUS-n09s18,SPLUS-n09s18,SPLUS-n09s18,single,-0.45747,-0.20421,-0.19424,-0.44218,-0.42141,-0.39784,-0.39102,-0.33098,-0.33228,-0.28147,-0.2935,-0.29819
SPLUS-n09s20,SPLUS-n09s20,SPLUS-n09s20,single,-0.38193,-0.11022,-0.33212,-0.59007,-0.42032,-0.3987,-0.36815,-0.35316,-0.31629,-0.34953,-0.26899,-0.30812
SPLUS-n09s36,SPLUS-n09s36,SPLUS-n09s36,single,-0.47724,-0.46438,-0.4376,-0.49295,-0.46025,-0.40038,-0.39397,-0.34415,-0.3273,-0.28994,-0.31801,-0.31934
SPLUS-n09s37,SPLUS-n09s37,SPLUS-n09s37,single,-0.59011,-0.62698,-0.63624,-0.56305,-0.48822,-0.5187,-0.48599,-0.55286,-0.75431,-0.54913,-0.72249,-0.51208
SPLUS-n09s38,SPLUS-n09s38,SPLUS-n09s38,single,-0.35976,-0.31306,-0.32663,-0.33977,-0.37624,-0.34379,-0.34264,-0.27605,-0.25967,-0.24289,-0.24515,-0.27705
SPLUS-n09s39,SPLUS-n09s39,SPLUS-n09s39,single,-0.53386,-0.56516,-0.51692,-0.50113,-0.44037,-0.42826,-0.39366,-0.33144,-0.36529,-0.33232,-0.33411,-0.36598
SPLUS-n09s40,SPLUS-n09s40,SPLUS-n09s40,single,-0.40728,-0.29373,-0.33185,-0.34614,-0.36958,-0.32182,-0.30697,-0.27481,-0.29129,-0.26041,-0.29778,-0.28686
SPLUS-n09s41,SPLUS-n09s41,SPLUS-n09s41,single,-0.43694,-0.09715,-0.13772,-0.35037,-0.43104,-0.33512,-0.31189,-0.2661,-0.30425,-0.25936,-0.28243,-0.27653
SPLUS-n09s42,SPLUS-n09s42,SPLUS-n09s42,single,-0.42797,-0.12256,-0.33075,-0.37885,-0.3626,-0.34159,-0.32884,-0.2784,-0.26492,-0.25432,-0.24961,-0.2648
SPLUS-n09s43,SPLUS-n09s43,SPLUS-n09s43,single,-0.6074,-0.54692,-0.57325,-0.57456,-0.55297,-0.51047,-0.52511,-0.45965,-0.60887,-0.42711,-0.47709,-0.42052
SPLUS-n09s44,SPLUS-n09s44,SPLUS-n09s44,single,-0.37092,-0.32203,-0.336,-0.3442,-0.36179,-0.32277,-0.33372,-0.29588,-0.28148,-0.29088,-0.27308,-0.26999
SPLUS-n09s53,SPLUS-n09s53,SPLUS-n09s53,single,-0.46083,-0.15721,-0.43839,-0.41854,-0.40821,-0.37809,-0.35785,-0.33064,-0.35056,-0.26606,-0.29444,-0.30422
SPLUS-n09s54,SPLUS-n09s54,SPLUS-n09s54,single,-0.3498,-0.32,-0.36196,-0.3646,-0.33946,-0.29674,-0.29328,-0.27957,-0.26738,-0.23149,-0.21335,-0.24321
SPLUS-n09s55,SPLUS-n09s55,SPLUS-n09s55,single,-0.39597,-0.39762,-0.35578,-0.34795,-0.34743,-0.36383,-0.29678,-0.26865,-0.41105,-0.2585,-0.33069,-0.29099
SPLUS-n10s01,SPLUS-n10s01,SPLUS-n10s01,single,-0.51207,-0.47033,-0.44612,-0.41205,-0.40068,-0.36585,-0.37515,-0.35915,-0.35161,-0.3051,-0.28854,-0.31118
SPLUS-n10s02,SPLUS-n10s02,SPLUS-n10s02,single,-0.45826,-0.38182,-0.35837,-0.37796,-0.36202,-0.3456,-0.34365,-0.32503,-0.29724,-0.26756,-0.30049,-0.26607
SPLUS-n10s03,SPLUS-n10s03,SPLUS-n10s03,single,-0.6604,-0.55546,-0.47858,-0.49999,-0.45983,-0.43867,-0.42456,-0.4097,-0.40593,-0.33507,-0.31703,-0.32074
SPLUS-n10s04,SPLUS-n10s04,SPLUS-n10s04,single,-0.45731,-0.41636,-0.42201,-0.46515,-0.44095,-0.44074,-0.40028,-0.41198,-0.3769,-0.32711,-0.28431,-0.32109
SPLUS-n10s05,SPLUS-n10s05,SPLUS-n10s05,single,-0.37219,-0.30637,-0.30868,-0.34868,-0.3326,-0.30986,-0.29965,-0.27156,-0.27341,-0.24166,-0.2418,-0.2577
SPLUS-n10s06,SPLUS-n10s06,SPLUS-n10s06,single,-0.39322,-0.10969,-0.19632,-0.35711,-0.35815,-0.3317,-0.32618,-0.28738,-0.28066,-0.27624,-0.27,-0.28235
SPLUS-n10s07,SPLUS-n10s07,SPLUS-n10s07,single,-0.33053,-0.25281,-0.27089,-0.32591,-0.32599,-0.32043,-0.29077,-0.28403,-0.30093,-0.25305,-0.24639,-0.25866
SPLUS-n10s08,SPLUS-n10s08,SPLUS-n10s08,single,-0.63743,-0.62166,-0.72952,-0.72933,-0.63485,-0.50244,-0.55678,-0.37404,-0.35083,-0.33442,-0.33543,-0.33255
SPLUS-n10s09,SPLUS-n10s09,SPLUS-n10s09,single,-0.58225,-0.48042,-0.4705,-0.48965,-0.48634,-0.41003,-0.43228,-0.4303,-0.37155,-0.30912,-0.30876,-0.3123
SPLUS-n10s10,SPLUS-n10s10,SPLUS-n10s10,single,-0.43612,-0.35266,-0.42235,-0.44493,-0.42294,-0.3882,-0.39612,-0.33941,-0.34276,-0.3121,-0.29843,-0.31692
SPLUS-n10s11,SPLUS-n10s11,SPLUS-n10s11,single,-0.22563,-0.10827,-0.12663,-0.34647,-0.34908,-0.35472,-0.32339,-0.31488,-0.33363,-0.28518,-0.30393,-0.30037
SPLUS-n10s12,SPLUS-n10s12,SPLUS-n10s12,single,-0.47584,-0.39813,-0.40281,-0.35801,-0.36792,-0.38987,-0.29418,-0.38063,-0.30659,-0.27108,-0.2514,-0.24739
SPLUS-n10s13,SPLUS-n10s13,SPLUS-n10s13,single,-0.61215,-0.47725,-0.41049,-0.42988,-0.45927,-0.41716,-0.41831,-0.39226,-0.34751,-0.29363,-0.29281,-0.29814
SPLUS-n10s14,SPLUS-n10s14,SPLUS-n10s14,single,-0.65982,-0.61817,-0.60429,-0.65584,-0.6503,-0.72648,-0.74867,-0.50041,-0.42856,-0.42207,-0.37186,-0.4445
SPLUS-n10s15,SPLUS-n10s15,SPLUS-n10s15,single,-0.3139,-0.25208,-0.30783,-0.31621,-0.31394,-0.31567,-0.29677,-0.24537,-0.23292,-0.21515,-0.21111,-0.27173
SPLUS-n10s16,SPLUS-n10s16,SPLUS-n10s16,single,-0.10349,-0.06624,-0.304,-0.34637,-0.31735,-0.27097,-0.26763,-0.22798,-0.2473,-0.2153,-0.22702,-0.24502
SPLUS-n10s17,SPLUS-n10s17,SPLUS-n10s17,single,-0.64081,-0.51624,-0.68005,-0.91347,-0.78635,-0.48086,-0.54789,-0.37346,-0.41273,-0.55993,-0.39021,-0.54162
SPLUS-n10s18,SPLUS-n10s18,SPLUS-n10s18,single,-0.40273,-0.13532,-0.13765,-0.39718,-0.39896,-0.33168,-0.32726,-0.26661,-0.25023,-0.27524,-0.20044,-0.27535
SPLUS-n10s25,SPLUS-n10s25,SPLUS-n10s25,single,-0.62155,-0.65,-0.64104,-0.60502,-0.57921,-0.58026,-0.55878,-0.51855,-0.55919,-0.47853,-0.73592,-0.52119
SPLUS-n10s26,SPLUS-n10s26,SPLUS-n10s26,single,-0.54764,-0.49447,-0.43713,-0.46993,-0.43103,-0.3871,-0.38371,-0.36636,-0.35665,-0.31852,-0.28667,-0.36209
SPLUS-n10s29,SPLUS-n10s29,SPLUS-n10s29,single,-0.48384,-0.13564,-0.10558,-0.46152,-0.43905,-0.38174,-0.40742,-0.31589,-0.37799,-0.29773,-0.34055,-0.30326
SPLUS-n10s30,SPLUS-n10s30,SPLUS-n10s30,single,-0.46063,-0.53174,-0.57262,-0.42429,-0.39516,-0.35548,-0.36498,-0.49004,-0.45764,-0.47222,-0.4491,-0.29957
SPLUS-n10s31,SPLUS-n10s31,SPLUS-n10s31,single,-0.21013,-0.12042,-0.31557,-0.32781,-0.30978,-0.36388,-0.2775,-0.2894,-0.26767,-0.24578,-0.2442,-0.24459
SPLUS-n10s32,SPLUS-n10s32,SPLUS-n10s32,single,-0.514,-0.49633,-0.51677,-0.5408,-0.54876,-0.49778,-0.47672,-0.49274,-0.39424,-0.39071,-0.37429,-0.39827
SPLUS-n10s33,SPLUS-n10s33,SPLUS-n10s33,single,-0.49676,-0.23051,-0.40942,-0.43842,-0.44073,-0.41383,-0.41185,-0.36866,-0.37556,-0.32357,-0.28489,-0.32855
SPLUS-n10s34,SPLUS-n10s34,SPLUS-n10s34,single,-0.49905,-0.50227,-0.34831,-0.48235,-0.46998,-0.45217,-0.44345,-0.37323,-0.38268,-0.30463,-0.36182,-0.33034
SPLUS-n10s35,SPLUS-n10s35,SPLUS-n10s35,single,-0.50928,-0.44344,-0.59573,-0.48686,-0.49882,-0.49155,-0.45077,-0.46622,-0.50008,-0.38618,-0.43999,-0.37609
SPLUS-n10s36,SPLUS-n10s36,SPLUS-n10s36,single,-0.13908,-0.06756,-0.08372,-0.46865,-0.4759,-0.36995,-0.40325,-0.3217,-0.34177,-0.29269,-0.3264,-0.34181
SPLUS-n10s37,SPLUS-n10s37,SPLUS-n10s37,single,-0.79518,-0.76735,-0.16448,-0.80965,-0.79827,-0.69328,-0.72704,-0.68366,-0.34637,-0.65528,-0.29613,-0.59306
SPLUS-n10s38,SPLUS-n10s38,SPLUS-n10s38,single,-0.3321,-0.32433,-0.29497,-0.28986,-0.30067,-0.26991,-0.2495,-0.21695,-0.21257,-0.21565,-0.23288,-0.24671
SPLUS-n10s39,SPLUS-n10s39,SPLUS-n10s39,single,-0.46103,-0.43828,-0.46071,-0.50617,-0.47519,-0.43379,-0.44623,-0.41292,-0.49532,-0.34327,-0.38128,-0.37243
SPLUS-n10s40,SPLUS-n10s40,SPLUS-n10s40,single,-0.59187,-0.48286,-0.52628,-0.6282,-0.5677,-0.64792,-0.62996,-0.57822,-0.54161,-0.43748,-0.47688,-0.44256
SPLUS-n10s41,SPLUS-n10s41,SPLUS-n10s41,single,-0.44132,-0.11603,-0.12021,-0.40804,-0.39815,-0.34884,-0.35968,-0.29078,-0.32293,-0.28845,-0.33644,-0.29406
SPLUS-n10s42,SPLUS-n10s42,SPLUS-n10s42,single,-0.48609,-0.48676,-0.57598,-0.52649,-0.57731,-0.45853,-0.54008,-0.4873,-0.44909,-0.35156,-0.42761,-0.36258
SPLUS-n10s43,SPLUS-n10s43,SPLUS-n10s43,single,-0.20471,-0.12319,-0.18466,-0.38871,-0.38651,-0.37795,-0.34332,-0.31732,-0.37263,-0.31569,-0.36583,-0.30234
SPLUS-n10s53,SPLUS-n10s53,SPLUS-n10s53,single,-0.20613,-0.4343,-0.50876,-0.49678,-0.46788,-0.43769,-0.42238,-0.3249,-0.31861,-0.28864,-0.31835,-0.324
SPLUS-n10s54,SPLUS-n10s54,SPLUS-n10s54,single,-0.42072,-0.35945,-0.43671,-0.40483,-0.39553,-0.54282,-0.36463,-0.4433,-0.4248,-0.41417,-0.36175,-0.4492
SPLUS-n11s01,SPLUS-n11s01,SPLUS-n11s01,single,-0.39309,-0.3311,-0.31072,-0.30988,-0.28454,-0.27907,-0.27684,-0.22295,-0.25714,-0.21052,-0.21418,-0.23126
SPLUS-n11s02,SPLUS-n11s02,SPLUS-n11s02,single,-0.43957,-0.37491,-0.41694,-0.42854,-0.41224,-0.38199,-0.37181,-0.31431,-0.31056,-0.30224,-0.28106,-0.32487
SPLUS-n11s03,SPLUS-n11s03,SPLUS-n11s03,single,-0.59672,-0.53575,-0.33087,-0.45167,-0.5176,-0.38258,-0.39271,-0.34826,-0.31494,-0.30575,-0.29694,-0.33281
SPLUS-n11s04,SPLUS-n11s04,SPLUS-n11s04,single,-0.44097,-0.42844,-0.41776,-0.41723,-0.43616,-0.37222,-0.37383,-0.35747,-0.42485,-0.30886,-0.33916,-0.30749
SPLUS-n11s05,SPLUS-n11s05,SPLUS-n11s05,single,-0.6894,-0.59027,-0.57135,-0.51425,-0.48334,-0.47061,-0.45617,-0.45654,-0.45352,-0.40411,-0.36642,-0.37695
SPLUS-n11s06,SPLUS-n11s06,SPLUS-n11s06,single,-0.62717,-0.4866,-0.4261,-0.41986,-0.38774,-0.3314,-0.3562,-0.34102,-0.34261,-0.27882,-0.3968,-0.32724
SPLUS-n11s07,SPLUS-n11s07,SPLUS-n11s07,single,-0.42628,-0.42579,-0.42929,-0.38434,-0.34493,-0.33392,-0.35095,-0.29777,-0.32556,-0.27864,-0.27222,-0.2957
SPLUS-n11s08,SPLUS-n11s08,SPLUS-n11s08,single,-0.94294,-0.81388,-0.68943,-0.68464,-0.72229,-0.73665,-0.75382,-0.86389,-0.78824,-0.74206,-0.64488,-0.64461
SPLUS-n11s09,SPLUS-n11s09,SPLUS-n11s09,single,-0.46584,-0.34685,-0.3749,-0.41586,-0.41251,-0.37333,-0.374,-0.35715,-0.33902,-0.31177,-0.29128,-0.31594
SPLUS-n11s10,SPLUS-n11s10,SPLUS-n11s10,single,-0.64985,-0.55614,-0.47634,-0.46892,-0.46322,-0.44969,-0.4319,-0.44637,-0.4136,-0.38076,-0.34906,-0.36564
SPLUS-n11s11,SPLUS-n11s11,SPLUS-n11s11,single,-0.48735,-0.09917,-0.40791,-0.43921,-0.42894,-0.39508,-0.38494,-0.34613,-0.29736,-0.31268,-0.25611,-0.27774
SPLUS-n11s12,SPLUS-n11s12,SPLUS-n11s12,single,-0.47823,-0.18367,-0.17442,-0.43617,-0.04473,-0.40745,-0.38949,-0.36713,-0.32951,-0.32439,-0.28645,-0.31636
SPLUS-n11s13,SPLUS-n11s13,SPLUS-n11s13,single,-0.53345,-0.46081,-0.45877,-0.47795,-0.46166,-0.43619,-0.36029,-0.37045,-0.41305,-0.33349,-0.33638,-0.3455
SPLUS-n11s14,SPLUS-n11s14,SPLUS-n11s14,single,-0.63194,-0.45083,-0.43869,-0.42521,-0.39089,-0.36075,-0.35777,-0.35935,-0.40938,-0.30984,-0.32281,-0.31941
SPLUS-n11s15,SPLUS-n11s15,SPLUS-n11s15,single,-0.35714,-0.30209,-0.27438,-0.31954,-0.28104,-0.26219,-0.24608,-0.2158,-0.23868,-0.2124,-0.20686,-0.24066
SPLUS-n11s16,SPLUS-n11s16,SPLUS-n11s16,single,-0.5806,-0.62008,-0.14672,-0.67696,-0.64362,-0.52904,-0.5479,-0.56264,-0.326,-0.35974,-0.28444,-0.33206
SPLUS-n11s17,SPLUS-n11s17,SPLUS-n11s17,single,-0.46015,-0.39327,-0.41548,-0.40309,-0.40931,-0.3946,-0.43989,-0.30721,-0.35335,-0.3356,-0.37428,-0.42394
SPLUS-n11s18,SPLUS-n11s18,SPLUS-n11s18,single,-0.42436,-0.08812,-0.14888,-0.41445,-0.39435,-0.3815,-0.39866,-0.32636,-0.33551,-0.29886,-0.30195,-0.29976
SPLUS-n11s19,SPLUS-n11s19,SPLUS-n11s19,single,-0.62628,-0.58681,-0.61216,-0.59102,-0.54713,-0.50908,-0.49194,-0.47911,-0.46151,-0.39738,-0.36173,-0.37951
SPLUS-n11s20,SPLUS-n11s20,SPLUS-n11s20,single,-0.50625,-0.1329,-0.10803,-0.45346,-0.47899,-0.44073,-0.43454,-0.391,-0.39708,-0.34452,-0.35631,-0.35278
SPLUS-n11s21,SPLUS-n11s21,SPLUS-n11s21,single,-0.48918,-0.22579,-0.37328,-0.4724,-0.4095,-0.40101,-0.38405,-0.34508,-0.32504,-0.28071,-0.29549,-0.28508
SPLUS-n11s22,SPLUS-n11s22,SPLUS-n11s22,single,-0.44746,-0.16997,-0.38584,-0.39397,-0.3773,-0.362,-0.3589,-0.31146,-0.31858,-0.27321,-0.34263,-0.295
SPLUS-n11s23,SPLUS-n11s23,SPLUS-n11s23,single,-0.46265,-0.17605,-0.40499,-0.43598,-0.41035,-0.41337,-0.3807,-0.33635,-0.33169,-0.2962,-0.29348,-0.29619
SPLUS-n11s24,SPLUS-n11s24,SPLUS-n11s24,single,-0.21699,-0.36071,-0.47701,-0.47785,-0.50766,-0.53521,-0.47918,-0.42074,-0.40611,-0.41619,-0.40305,-0.4593
SPLUS-n11s25,SPLUS-n11s25,SPLUS-n11s25,single,-0.576,-0.5025,-0.53334,-0.57304,-0.54738,-0.54712,-0.54358,-0.52787,-0.73399,-0.55776,-0.55273,-0.48094
SPLUS-n11s26,SPLUS-n11s26,SPLUS-n11s26,single,-0.41891,-0.17257,-0.3928,-0.36957,-0.31601,-0.3217,-0.28436,-0.25235,-0.30083,-0.24209,-0.27652,-0.27239
SPLUS-n11s27,SPLUS-n11s27,SPLUS-n11s27,single,-0.31333,-0.08466,-0.11192,-0.3569,-0.3687,-0.33011,-0.33693,-0.27293,-0.24779,-0.24919,-0.22593,-0.30088
SPLUS-n11s28,SPLUS-n11s28,SPLUS-n11s28,single,-0.43107,-0.39917,-0.4015,-0.42925,-0.37922,-0.34247,-0.34142,-0.34593,-0.34374,-0.28398,-0.3029,-0.2857
SPLUS-n11s29,SPLUS-n11s29,SPLUS-n11s29,single,-0.30819,-0.08906,-0.09396,-0.42589,-0.42056,-0.39768,-0.39811,-0.36359,-0.36037,-0.3252,-0.27582,-0.32859
SPLUS-n11s30,SPLUS-n11s30,SPLUS-n11s30,single,-0.35156,-0.16222,-0.29128,-0.35578,-0.35652,-0.3202,-0.30823,-0.271,-0.28733,-0.24712,-0.27241,-0.27647
SPLUS-n11s31,SPLUS-n11s31,SPLUS-n11s31,single,-0.12929,-0.07682,-0.08862,-0.3858,-0.36851,-0.39215,-0.37355,-0.39647,-0.46408,-0.35639,-0.36346,-0.35783
SPLUS-n11s32,SPLUS-n11s32,SPLUS-n11s32,single,-0.57292,-0.55381,-0.49029,-0.50001,-0.44732,-0.42545,-0.43712,-0.41288,-0.43626,-0.37156,-0.37752,-0.34594
SPLUS-n11s33,SPLUS-n11s33,SPLUS-n11s33,single,-0.56443,-0.46304,-0.43699,-0.41517,-0.46029,-0.5804,-0.47602,-0.566,-0.54046,-0.40571,-0.5559,-0.42615
SPLUS-n11s34,SPLUS-n11s34,SPLUS-n11s34,single,-0.53585,-0.42285,-0.37367,-0.41301,-0.40989,-0.37138,-0.32327,-0.28562,-0.28282,-0.2657,-0.25354,-0.2599
SPLUS-n11s35,SPLUS-n11s35,SPLUS-n11s35,single,-0.92955,-0.79417,-0.62041,-0.65763,-0.66566,-0.64688,-0.69455,-0.52889,-0.60385,-0.4454,-0.52042,-0.50791
SPLUS-n11s36,SPLUS-n11s36,SPLUS-n11s36,single,-0.3773,-0.39758,-0.43241,-0.381,-0.36609,-0.32841,-0.33341,-0.31929,-0.33877,-0.28591,-0.29004,-0.28698
SPLUS-n11s37,SPLUS-n11s37,SPLUS-n11s37,single,-0.53286,-0.45612,-0.48283,-0.57035,-0.54622,-0.45447,-0.41851,-0.4306,-0.38464,-0.34777,-0.47152,-0.41846
SPLUS-n11s38,SPLUS-n11s38,SPLUS-n11s38,single,-0.39697,-0.42146,-0.42846,-0.41899,-0.41074,-0.3951,-0.38488,-0.29409,-0.31356,-0.29323,-0.2698,-0.40464
SPLUS-n11s39,SPLUS-n11s39,SPLUS-n11s39,single,-0.36897,-0.33812,-0.36015,-0.34274,-0.34354,-0.3761,-0.31001,-0.3099,-0.4401,-0.30319,-0.34199,-0.30369
SPLUS-n11s40,SPLUS-n11s40,SPLUS-n11s40,single,-0.33966,-0.31976,-0.33276,-0.34459,-0.34986,-0.30706,-0.31028,-0.27244,-0.32927,-0.26129,-0.27273,-0.2796
SPLUS-n11s41,SPLUS-n11s41,SPLUS-n11s41,single,-0.35818,-0.14772,-0.30709,-0.3837,-0.35309,-0.34421,-0.32644,-0.27898,-0.29265,-0.26074,-0.26399,-0.2862
SPLUS-n11s42,SPLUS-n11s42,SPLUS-n11s42,single,-0.45619,-0.1135,-0.15839,-0.37027,-0.38943,-0.3618,-0.36229,-0.35195,-0.35042,-0.29907,-0.31142,-0.31659
SPLUS-n11s43,SPLUS-n11s43,SPLUS-n11s43,single,-0.34588,-0.12099,-0.31494,-0.33823,-0.34481,-0.33074,-0.31123,-0.30067,-0.29029,-0.25419,-0.2676,-0.29759
SPLUS-n11s44,SPLUS-n11s44,SPLUS-n11s44,single,-0.41834,-0.33926,-0.3127,-0.32975,-0.33759,-0.34942,-0.30081,-0.2825,-0.28661,-0.25274,-0.24508,-0.29781
SPLUS-n11s52,SPLUS-n11s52,SPLUS-n11s52,single,-0.46634,-0.44426,-0.42864,-0.45369,-0.42113,-0.45289,-0.37512,-0.42293,-0.46128,-0.38246,-0.42402,-0.40008
SPLUS-n11s53,SPLUS-n11s53,SPLUS-n11s53,single,-0.5184,-0.49829,-0.52682,-0.56715,-0.5391,-0.61201,-0.55728,-0.56425,-0.66559,-0.50682,-0.52207,-0.48248
SPLUS-n11s54,SPLUS-n11s54,SPLUS-n11s54,single,-0.34698,-0.28506,-0.29602,-0.28805,-0.28542,-0.27779,-0.26752,-0.23495,-0.2435,-0.21596,-0.23727,-0.25378
SPLUS-n11s55,SPLUS-n11s55,SPLUS-n11s55,single,-0.40371,-0.36411,-0.38328,-0.37302,-0.37403,-0.3531,-0.39261,-0.3394,-0.38832,-0.2892,-0.54793,-0.31324
SPLUS-n12s01,SPLUS-n12s01,SPLUS-n12s01,single,-0.60881,-0.50145,-0.46817,-0.47227,-0.44158,-0.38738,-0.44186,-0.38081,-0.37819,-0.29382,-0.30565,-0.3105
SPLUS-n12s02,SPLUS-n12s02,SPLUS-n12s02,single,-0.37445,-0.3222,-0.32906,-0.31483,-0.29699,-0.25494,-0.27181,-0.23309,-0.22523,-0.20649,-0.19306,-0.21583
SPLUS-n12s03,SPLUS-n12s03,SPLUS-n12s03,single,-0.61414,-0.53585,-0.50673,-0.46558,-0.41669,-0.35699,-0.40369,-0.37,-0.39662,-0.31502,-0.31149,-0.3208
SPLUS-n12s04,SPLUS-n12s04,SPLUS-n12s04,single,-0.88773,-0.74695,-0.69486,-0.69694,-0.67844,-0.68597,-0.71988,-0.70906,-0.69785,-0.58255,-0.51904,-0.52601
SPLUS-n12s05,SPLUS-n12s05,SPLUS-n12s05,single,-0.5091,-0.45317,-0.50955,-0.48556,-0.48531,-0.4576,-0.42424,-0.41678,-0.38991,-0.36385,-0.33176,-0.36076
SPLUS-n12s06,SPLUS-n12s06,SPLUS-n12s06,single,-0.63953,-0.54569,-0.53512,-0.53969,-0.53318,-0.41729,-0.49732,-0.3635,-0.34372,-0.31246,-0.313,-0.33157
SPLUS-n12s07,SPLUS-n12s07,SPLUS-n12s07,single,-0.85483,-0.66178,-0.64469,-0.6556,-0.6374,-0.61126,-0.63473,-0.58118,-0.50536,-0.46761,-0.40092,-0.43622
SPLUS-n12s08,SPLUS-n12s08,SPLUS-n12s08,single,-0.59313,-0.55664,-0.52644,-0.50943,-0.45978,-0.45725,-0.46403,-0.42408,-0.44838,-0.36108,-0.34322,-0.35531
SPLUS-n12s09,SPLUS-n12s09,SPLUS-n12s09,single,-0.54151,-0.1627,-0.48656,-0.562,-0.50996,-0.46376,-0.46975,-0.42161,-0.48736,-0.37196,-0.37692,-0.39082
SPLUS-n12s10,SPLUS-n12s10,SPLUS-n12s10,single,-0.49896,-0.12582,-0.16458,-0.39769,-0.38636,-0.38327,-0.39194,-0.32881,-0.30558,-0.28598,-0.28396,-0.31118
SPLUS-n12s11,SPLUS-n12s11,SPLUS-n12s11,single,-0.55626,-0.42607,-0.40737,-0.38389,-0.38198,-0.32263,-0.32771,-0.28488,-0.27954,-0.25219,-0.21726,-0.26148
SPLUS-n12s12,SPLUS-n12s12,SPLUS-n12s12,single,-0.5575,-0.42063,-0.40095,-0.42124,-0.41033,-0.39006,-0.37329,-0.40037,-0.40227,-0.32177,-0.31003,-0.32674
SPLUS-n12s13,SPLUS-n12s13,SPLUS-n12s13,single,-0.40782,-0.1295,-0.26915,-0.37222,-0.36675,-0.36128,-0.35002,-0.29456,-0.35713,-0.27091,-0.28762,-0.30106
SPLUS-n12s14,SPLUS-n12s14,SPLUS-n12s14,single,-0.50527,-0.49431,-0.48544,-0.52173,-0.48186,-0.45979,-0.49706,-0.40535,-0.40924,-0.35979,-0.35921,-0.36824
SPLUS-n12s15,SPLUS-n12s15,SPLUS-n12s15,single,-0.3407,-0.21076,-0.28914,-0.37062,-0.33111,-0.31464,-0.30225,-0.26085,-0.24866,-0.2416,-0.22199,-0.2615
SPLUS-n12s16,SPLUS-n12s16,SPLUS-n12s16,single,-0.80262,-0.64679,-0.59838,-0.61786,-0.63867,-0.50961,-0.66876,-0.52529,-0.35336,-0.43494,-0.2905,-0.44377
SPLUS-n12s17,SPLUS-n12s17,SPLUS-n12s17,single,-0.15629,-0.33336,-0.28785,-0.31094,-0.28879,-0.28379,-0.2946,-0.24084,-0.27904,-0.22446,-0.27369,-0.26195
SPLUS-n12s18,SPLUS-n12s18,SPLUS-n12s18,single,-0.44206,-0.47297,-0.38674,-0.40247,-0.40977,-0.40876,-0.4151,-0.41076,-0.42364,-0.36427,-0.42924,-0.46952
SPLUS-n12s19,SPLUS-n12s19,SPLUS-n12s19,single,-0.67672,-0.56715,-0.47618,-0.57756,-0.50938,-0.49468,-0.47492,-0.3898,-0.46002,-0.34085,-0.38526,-0.40066
SPLUS-n12s20,SPLUS-n12s20,SPLUS-n12s20,single,-0.09238,-0.07874,-0.11432,-0.36216,-0.32969,-0.30843,-0.28093,-0.25718,-0.22921,-0.22728,-0.22142,-0.25254
SPLUS-n12s21,SPLUS-n12s21,SPLUS-n12s21,single,-0.51217,-0.15076,-0.37931,-0.41863,-0.36154,-0.30918,-0.31057,-0.30328,-0.28111,-0.28877,-0.25774,-0.28688
SPLUS-n12s22,SPLUS-n12s22,SPLUS-n12s22,single,-0.48077,-0.46031,-0.4238,-0.39546,-0.42158,-0.36837,-0.38476,-0.31889,-0.36324,-0.27413,-0.32949,-0.33309
SPLUS-n12s23,SPLUS-n12s23,SPLUS-n12s23,single,-0.09232,-0.06083,-0.36244,-0.38529,-0.38028,-0.38589,-0.35119,-0.31783,-0.29085,-0.29127,-0.26008,-0.30537
SPLUS-n12s24,SPLUS-n12s24,SPLUS-n12s24,single,-0.32458,-0.0863,-0.1058,-0.36408,-0.36033,-0.34724,-0.32551,-0.3197,-0.34874,-0.29767,-0.32367,-0.33456
SPLUS-n12s25,SPLUS-n12s25,SPLUS-n12s25,single,-0.12428,-0.15347,-0.33637,-0.34909,-0.3554,-0.30074,-0.28991,-0.2696,-0.24752,-0.24124,-0.2438,-0.29549
SPLUS-n12s26,SPLUS-n12s26,SPLUS-n12s26,single,-0.32444,-0.29681,-0.30356,-0.30074,-0.28731,-0.27592,-0.25918,-0.22937,-0.25986,-0.23264,-0.25219,-0.28156
